ca_id,comm_area,med_age,covid_idx,perc_chg_pop,perc_white,perc_black_hispanic,perc_other_races,perc_pop_lforce,perc_emp,med_inc,inc_p_cap,med_rent,perc_hh_comp,perc_hh_internet,highly_walkable_pop_pct,highly_walkable_emp_pct
2,West Ridge,35.61764109,36.0,5.359362832825585,42.05401013166081,31.334509858689998,26.6114800096492,49.45088429846501,93.69175075098205,57937.30032,27671.16952,1181.841238,92.00543539802966,85.89438719661797,1.0,1.0
20,Hermosa,35.34880148,50.3,-10.576780139735394,9.890774079350688,87.0439925743643,3.0652333462850123,55.12671070241333,94.05591667319288,54773.13975,24226.59958,1010.831889,85.88282078472959,81.74708377518559,1.0,1.0
19,Belmont Cragin,35.22748666,52.4,-0.03583128583128583,14.30674722038889,82.33360410214755,3.359648677463568,51.12072904503224,94.86307321796559,58138.0978,21611.65496,1064.839572,85.36460554371003,78.23880597014924,1.0,1.0
4,Lincoln Square,35.12663571,15.0,-9.153318077803203,64.30471584038693,20.814993954050788,14.880290205562275,66.19347037484886,94.55628219648533,80899.83877,49797.24946,1337.445501,92.75453168259938,90.82693412735726,1.0,1.0
8,Near North Side,34.6875,12.1,44.8695938800456,69.07289974320004,13.018185629683979,17.908914627115976,70.98370106388555,97.42181270488173,109049.1788,105016.5142,2005.399702,86.25477993551773,85.24105870885506,0.999735737,1.0
1,Rogers Park,34.65535076,30.9,-12.37477159599269,44.28948834534443,46.00039537767554,9.710116276980031,57.696385888611324,95.32457014702219,46244.10377,29682.50362,1061.667724,86.84569350806757,81.3953488372093,1.0,1.0
5,North Center,34.31010125,4.0,10.09249098604797,74.71916330031543,14.51496873443639,10.765867965248177,61.903049084168,96.78630492111027,133537.464,77950.66977,1520.46695,91.92954256245396,89.29743486705513,1.0,1.0
14,Albany Park,34.26150833,38.2,-16.05931835920562,33.638392857142854,51.12215909090909,15.239448051948045,57.47970779220779,93.31003318505967,69397.59036,32298.08478,1173.230594,89.60433541168929,83.84709515762485,1.0,1.0
46,South Chicago,34.22471534,43.8,-29.26728158358379,2.8588584581512495,95.89685425492877,1.2442872869199846,47.142809487273574,83.68949900934051,39798.13665,19442.66868,815.7971014,84.36053372061359,83.30761550331306,1.0,1.0
36,Oakland,33.71515679,31.3,11.27659574468085,4.402696113580955,92.49964147425786,3.097662412161185,52.645919977054355,80.11441024244075,36837.60684,28101.43683,795.6349206,86.66459434255518,82.99658066521603,0.997116645,0.091471055
26,West Garfield Park,33.69940978,47.4,-24.266909943959337,2.7654800169810176,95.89423251864879,1.340287464370192,40.83934744375038,75.2004752004752,29443.39623,14759.95688,1029.02439,66.87965921192757,62.58938080024342,1.0,1.0
21,Avondale,33.56555024,28.5,-15.843836315948288,35.602248394004285,56.07869379014989,8.319057815845824,61.937901498929335,95.01728608470181,73616.00306,35759.78129,1205.620704,88.3317327479764,84.28453834545205,1.0,1.0
57,Archer Heights,33.37723214,53.3,12.274596646630814,14.71218502918791,80.57341313825464,4.714401832557456,48.04551836252124,91.52568440479853,48793.10345,21399.10522,920.3125,81.64785010809513,78.35695411962527,0.994886727,0.439368999
52,East Side,33.32199646,43.9,-8.1554136895954,12.872938074904216,86.63421162750896,0.49285029758682697,44.46501123038764,91.85117667621299,52003.37755,21933.7836,850.4032798,88.9353689463164,85.71327761279268,0.715264493,0.753791709
42,Woodlawn,33.20743754,37.8,-9.824263457136528,8.168162829970669,85.15687494444938,6.674962225579947,48.75655959470269,82.43022950748883,27540.98361,20824.41827,960.7714702,79.90871921650661,73.29086241323571,0.99905575,0.792316057
61,New City,33.10160771,59.7,-15.647415943233888,12.357225664603803,84.9392669923377,2.70350734305849,47.43240547575221,83.17412539130854,35396.3424,18005.11013,798.0487731,78.10716658220517,76.65201563744299,0.999017682,0.555383955
31,Lower West Side,33.07234766,48.9,-23.34718720901183,22.266772771792358,71.4005876591577,6.332639569049945,59.91980901077375,93.49236348776626,59889.22457,30761.85143,1017.211123,85.17115804806991,81.89366351056083,1.0,0.757894737
29,North Lawndale,32.67097967,58.5,-16.69699291323501,4.774832321941871,93.86777387416161,1.3573938038965139,43.12999041839668,82.83471563981043,30960.59113,17708.19019,1019.907407,73.55507088331515,66.54463312042374,1.0,1.0
23,Humboldt Park,32.66518148,52.4,-17.727383194604776,9.020054778404809,88.525946214224,2.4539990073711806,49.78952592783221,89.06815328952227,41535.65292,20336.54578,1071.519741,82.43498322147651,75.50859899328859,0.99980292,0.943404797
66,Chicago Lawn,32.6517204,57.8,-8.924965804728718,2.43350311262026,95.14665417715591,2.4198427102238327,46.24241359795484,82.96758946657664,36277.83964,17620.09125,893.206951,80.12440584472742,76.91450032275101,0.999946663,0.998292058
24,West Town,32.62385816,18.2,0.3957225367415795,63.189123251655076,27.248717979084997,9.562158769259923,73.446173525824,96.57034589928756,112555.2091,68810.35002,1685.728831,85.77586206896551,84.46178937558247,1.0,1.0
35,Douglas,32.59378349,36.0,-23.343407631280698,10.582750582750583,70.47086247086247,18.94638694638695,46.43822843822844,86.22628250175686,35796.1165,28546.88932,1059.664819,91.62785989066613,86.84956468920835,1.0,1.0
32,The Loop,32.57892628,8.3,158.10349035879912,58.97729295395021,16.642510234698808,24.380196811350984,68.9653418770819,94.1560356905833,113599.1379,90269.15221,2231.053338,85.12057677964697,85.17444269495317,1.0,1.0
27,East Garfield Park,32.43991416,47.9,-4.257458933959102,5.941908713692946,89.64315352697095,4.414937759336112,41.200553250345784,81.02591647643347,23066.57224,16138.4229,928.7153652,71.20592743995911,63.643331630045985,1.0,1.0
22,Logan Square,32.39190816,27.7,-13.359124705313425,51.63084596631826,40.84540589010003,7.523748143581713,68.21567301818588,96.60477776758646,84653.4034,52299.251,1394.638305,87.58450945571236,86.91154936598437,1.0,1.0
30,South Lawndale,32.38064169,58.2,-21.600729101470282,5.5300064070620065,93.75952160603688,0.710471986901112,38.68441660140955,91.19985277880015,36919.74596,14234.46978,836.1766319,76.96447256963475,71.39369176341621,0.997844944,0.747040498
62,West Elsdon,32.26247601,48.6,15.532943910558384,14.706041138044593,82.37866436322409,2.9152944987313134,49.640986881174754,90.34257748776508,54185.77982,23006.96534,1005.755064,82.65500190186383,80.5439330543933,1.0,1.0
65,West Lawn,32.08806051,48.5,15.142808277749273,11.874261550898577,87.5722902804552,0.5534481686462129,48.01629251912195,89.67817133976558,54757.83476,21706.25244,996.0526316,85.89355257464301,83.35136304630029,0.927448276,0.454832282
28,Near West Side,31.74387646,20.0,46.23537775479868,43.62264391237901,34.207845134997456,22.16951095262354,62.83749363219562,93.76773408998784,93202.49846,59634.86515,1755.633667,81.51718851347367,80.34082198242821,1.0,1.0
6,Lake View,31.50931929,5.2,8.68304207051478,76.17226012540915,13.217257562014433,10.610482312576409,74.1491501360571,96.48840548877779,91941.20988,74366.38873,1570.31014,90.33627276034719,88.39243949342527,1.0,1.0
40,Washington Park,31.47073922,41.2,-10.17248692209812,1.8317828713915796,93.91004123909083,4.258175889517588,42.39953965666059,82.08550101786926,23351.06383,16193.1289,944.1919192,77.05108359133128,69.87229102167183,1.0,1.0
58,Brighton Park,31.175095,48.5,0.3139472746704667,7.402639955064595,81.23244710728328,11.364912937652122,47.00898708107096,89.24126257094494,45781.71091,18312.79428,874.8424842,79.19364331959976,75.49293702177752,0.941762712,0.836682028
7,Lincoln Park,30.5704314,7.3,9.595771144278608,79.97498850045999,10.040535878564857,9.98447562097516,65.87080266789329,96.8772504091653,117048.0738,90189.4832,1746.473605,86.33961203261175,85.60303626651672,0.999331703,0.994723449
41,Hyde Park,30.51812367,16.7,-1.5508021390374331,46.962701103816464,31.945747060096675,21.091551836086865,56.157564389293704,93.4224049331963,52422.56637,48606.06637,1237.5,88.04831961128357,86.07774328519369,1.0,1.0
63,Gage Park,29.28865696,58.8,0.8853621820223,3.569405099150141,95.64305949008498,0.7875354107648747,45.8328611898017,83.75054082452561,42271.4808,16154.70878,842.7777778,78.80807495411958,76.36433883898387,0.999693228,0.807699638
54,Riverdale,25.86317136,35.6,-25.965949638087473,0.9711356892365794,99.02886431076342,0.0,40.82816293498786,70.13544763792534,19676.96629,14175.67494,421.1956522,94.96630994847403,89.179548156956,0.0,0.0
