year,ncessch,school_name,state_location,lea_name,school_level,school_type,charter,teachers_fte_crdc,teachers_uncertified_fte,support_fte,counselors_fte,social_workers_fte,psychologists_fte,law_enforcement_fte,security_guard_fte,salaries_teachers,salaries_instructional_aides,salaries_support,salaries_administration
mixed - most recent,1.72E+11,Fremont Elem School,IL,Fremont SD 79,Primary,Regular school,No,46,0,8,0,1,3,0,0,3225832,267160.812,575971.5,146191.266
mixed - most recent,1.72E+11,Fremont Intermediate School,IL,Fremont SD 79,Primary,Regular school,No,52,0,2,0,1,0,0,0,3196558,9904,57870,213625
mixed - most recent,1.72E+11,Fremont Jr High/Middle School,IL,Fremont SD 79,Middle,Regular school,No,43,0,1,0,1,1,0,0,3051173,-2,44175,239998
mixed - most recent,1.70E+11,Fresh Start Treatment & Learning,IL,Eastern IL Area of Spec Educ,Other,Special education school,No,8,1,5,1,2,0,0,0,403766,337390.188,247419.188,110330.32
mixed - most recent,1.71E+11,Friendship Jr High School,IL,Comm Cons SD 59,Middle,Regular school,No,52,0,4.7,2,2,1.5,0,0,3248904,337591.25,361378.594,328451
mixed - most recent,1.72E+11,Frohardt Elem School,IL,Granite City CUSD 9,Primary,Regular school,No,26,0,11,1,1,1,0,0,1312787,26732.189,394839.156,110450
mixed - most recent,1.74E+11,Fry Elementary School,IL,Indian Prairie CUSD 204,Primary,Regular school,No,35,0,6.7,0,0.4,0.4,0,0,2332528,212393.016,431362.656,122024.719
mixed - most recent,1.71E+11,Fuller Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,23,0,3,1,0,0,0,1,1169283,191234.016,131862.016,136591
mixed - most recent,1.70E+11,Fullerton Elem School,IL,Addison SD 4,Primary,Regular school,No,34,0,2,0,0,0,0,0,2016744,131181.953,97045.523,102458
mixed - most recent,1.73E+11,Fulton Elem School,IL,River Bend CUSD 2,Primary,Regular school,No,26,0,6.19,0.35,0,0,0,0,1036799,64661.441,123824.406,117582.172
mixed - most recent,1.71E+11,Fulton Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,23,1,3,1,0,0,0,2,1216524,181436.594,124727.828,253689
mixed - most recent,1.73E+11,Fulton High School,IL,River Bend CUSD 2,High,Regular school,No,21,0,5.33,1,0,0,0,0,977989,-2,150674.656,245090.703
mixed - most recent,1.73E+11,Fulton Jr High School,IL,O Fallon CCSD 90,Middle,Regular school,No,32,0,7.5,0,1,0,0,0,1328989,178194.406,207063.953,230254.875
mixed - most recent,1.71E+11,Funston Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,28,0,4,1,0,0,0,2,1185830,249384.906,175697.703,249142
mixed - most recent,1.70E+11,Futures Unlimited,IL,Macon/Piatt ROE,High,Other/alternative school,No,9,1,2.5,1,0,0,0,1,351122,-2,90217,115000
mixed - most recent,1.70E+11,G N Dieterich Elem School,IL,Aurora East USD 131,Primary,Regular school,No,37,0,2,0,1,0.5,0,0,2256984,200139,50305,179416
mixed - most recent,1.72E+11,G Stanley Hall Elem School,IL,Marquardt SD 15,Primary,Regular school,No,26,0,10,0,1,0.5,0,0,2690024,30600,494554,109180
mixed - most recent,1.71E+11,Gage Park High School,IL,City of Chicago SD 299,High,Regular school,No,26,2,11.5,1,0,0,0,7,1058288,106084.438,513667.281,234273
mixed - most recent,1.70E+11,Gages Lake School,IL,Spec Educ Dist Lake County/Sedol,Missing/not reported,Special education school,No,31,0,14,0,12,2,0,0,1561361,135986,1032433,394267.031
mixed - most recent,1.73E+11,Galapagos Rockford Charter Sch,IL,Rockford SD 205,Primary,Regular school,Yes,28,7,2.6,0,1,0.2,0,0,700477,31983,73188,407806
mixed - most recent,1.72E+11,Galatia Elem School,IL,Galatia CUSD 1,Primary,Regular school,No,18,0,8,0.25,0,0,0,0,847325,178278,151295,11000
mixed - most recent,1.72E+11,Galatia Grade School Annex,IL,Galatia CUSD 1,Prekindergarten,Regular school,No,1,0,-2,0.25,0,0,0,0,Not applicable,-2,-2,-2
mixed - most recent,1.72E+11,Galatia High School,IL,Galatia CUSD 1,High,Regular school,No,13,0,9,0.25,0,0,0,0,607722,30390,119122,31600
mixed - most recent,1.72E+11,Galatia Jr High,IL,Galatia CUSD 1,Middle,Regular school,No,4,0,1,0.25,0,0,0,0,182030,24159,11490,31600
mixed - most recent,1.71E+11,Gale Elem Community Academy,IL,City of Chicago SD 299,Primary,Regular school,No,23,0,3,1,0,0,0,2,1131946,257023.203,132837.562,249711
mixed - most recent,1.72E+11,Gale School,IL,Galesburg CUSD 205,Primary,Regular school,No,19,0,6,0,1,0,0,0,1217037,251478,356727,81587
mixed - most recent,1.72E+11,Galena High School,IL,Galena USD 120,High,Regular school,No,20,0,1.63,1,0.2,0,0,0,1194153,46960.609,124833.047,130473.602
mixed - most recent,1.72E+11,Galena Middle School,IL,Galena USD 120,Middle,Regular school,No,21,0,1.83,0.95,0.2,0,0,0,1235469,3684.21,116285.531,133514.797
mixed - most recent,1.72E+11,Galena Primary School,IL,Galena USD 120,Primary,Regular school,No,23,0,3.64,1,0.2,0,0,0,1338938,24954.84,218424.5,112639.203
mixed - most recent,1.70E+11,Galesburg Area Voc Ctr,IL,Henderson/Knox/Mercer/Warren ROE,High,Vocational school,No,,,,,,,,,,,,
mixed - most recent,1.72E+11,Galesburg High School,IL,Galesburg CUSD 205,High,Regular school,No,89,0,11,5,0,0,0,0,5337443,355398,585342,472382
mixed - most recent,1.71E+11,Galileo Elem Math & Sci Schol Acd,IL,City of Chicago SD 299,Primary,Regular school,No,33,0,3,1,0,0,0,1,2331173,175254.016,144036.328,237551
mixed - most recent,1.70E+11,Gallatin Elementary School,IL,Gallatin CUSD 7,Primary,Regular school,No,24,0,13.32,0,0,0,0,0,1560990,32435.971,310081.406,216893.938
mixed - most recent,1.70E+11,Gallatin High School,IL,Gallatin CUSD 7,High,Regular school,No,16,2,8.78,1,0,0,0,0,1560990,20131.439,204394.5,146522.672
mixed - most recent,1.70E+11,Gallatin Junior High School,IL,Gallatin CUSD 7,Middle,Regular school,No,13,0,10.02,0,0,0,0,0,1560990,16287.6,233308.844,117998.992
mixed - most recent,1.71E+11,Gallistel Elem Language Academy,IL,City of Chicago SD 299,Primary,Regular school,No,53,0,6,1,0,0,0,2,3562613,362291.281,258434.531,277826.531
mixed - most recent,1.72E+11,Galva Elem School,IL,Galva CUSD 224,Primary,Regular school,No,19,0,1,0,0,0,0,0,714867,19429.67,13499.71,73240.812
mixed - most recent,1.72E+11,Galva Jr-Sr High School,IL,Galva CUSD 224,High,Regular school,No,18,0,1.2,1,0,0,0,0,867919,-2,19967.609,115075.672
mixed - most recent,1.71E+11,Garcia Lorca Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,46,0,4,1,0,0,0,1,2740825,304292.219,174845.375,257107
mixed - most recent,1.71E+11,Gard Elementary School,IL,Beardstown CUSD 15,Primary,Regular school,No,102,15,73,1,2,0,0,0,6351821,-2,1125835,717454
mixed - most recent,1.71E+11,Garden Hills Elem School,IL,Champaign CUSD 4,Primary,Regular school,No,44,0,2,0,1,0.5,0,0,1971118,110522,66083,254301
mixed - most recent,1.72E+11,Gardner Elem School,IL,Gardner CCSD 72C,Primary,Regular school,No,14,0,4,0,0,0,0,0,1500000,50000,160000,95000
mixed - most recent,1.74E+11,Gardner Elementary School,IL,Waterloo CUSD 5,Primary,Regular school,No,21,0,2.33,0,0.5,0,0,0,848775,-2,125762.18,185900.812
mixed - most recent,1.72E+11,Gardner-South Wilmington Twp H S,IL,Gardner S Wilmington Twp HSD 73,High,Regular school,No,17,0,3.5,1,1,0,0,0,692050,-2,125390.219,286247.406
mixed - most recent,1.73E+11,Garfield Elem School,IL,Maywood-Melrose Park-Broadview 89,Primary,Regular school,No,28,0,9.33,0,1,0,0.5,0.5,1407862,-2,485565.125,177154.5
mixed - most recent,1.72E+11,Garfield Elem School,IL,Forest Park SD 91,Primary,Regular school,No,16,0,2.5,0,1,0.2,0,0,787710,176606,154293,197468
mixed - most recent,1.71E+11,Garfield Elem School,IL,SD U-46,Primary,Regular school,No,20,0,1.55,0,1,0,0,0,1150188,35544.121,93461.547,109000
mixed - most recent,1.71E+11,Garfield Elem School,IL,Danville CCSD 118,Primary,Regular school,No,14,0,1,0,0.5,0.5,0,0,558641,55121.5,27398.66,78412.5
mixed - most recent,1.71E+11,Garfield Elem School,IL,Chicago Heights SD 170,Primary,Regular school,No,25,0,10,0,0.6,0.4,0,0,1058449,68736,327263.062,113587.039
mixed - most recent,1.71E+11,Garvey  M Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,14,0,2,1,0,0,0,1,837360,142974.375,111421.852,276738
mixed - most recent,1.71E+11,Garvy  J Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,43,0,3,1,0,0,0,1,2829416,365186.875,154390.688,232000
mixed - most recent,1.71E+11,Gary D Wright Elem Sch,IL,CUSD 300,Primary,Regular school,No,45,0,3,0,1,1,0,0,2111315,132285.672,354121.5,195001.062
mixed - most recent,1.71E+11,Gary Elem School,IL,City of Chicago SD 299,Middle,Regular school,No,61,0,8,1,0,0,0,3,2868243,426999.562,330640.625,413339.875
mixed - most recent,1.74E+11,Gary Elementary School,IL,West Chicago ESD 33,Primary,Regular school,No,37,0,4,0,1,1,0,0,2504694,351208,162420,221406
mixed - most recent,1.72E+11,Gavin Central Elementary School,IL,Gavin SD 37,Primary,Regular school,No,32,0,3,0,1,0.5,0,0,2155517,130665.852,78828.828,167643.953
mixed - most recent,1.72E+11,Gavin South Middle School,IL,Gavin SD 37,Middle,Regular school,No,26,0,3,0,1,0.5,0,0,1416095,70326.57,75000,72000
mixed - most recent,1.70E+11,GCMS Elementary School,IL,Gibson City-Melvin-Sibley CUSD 5,Primary,Regular school,No,42,0,0,0,1,0,0,0,2053000,232000,-2,201000
mixed - most recent,1.70E+11,GCMS High School,IL,Gibson City-Melvin-Sibley CUSD 5,High,Regular school,No,23,0,0,1,0.5,1,0,0,1386000,42000,-2,229000
mixed - most recent,1.70E+11,GCMS Middle School,IL,Gibson City-Melvin-Sibley CUSD 5,Middle,Regular school,No,19,0,0,1,0.5,0,0,0,1231000,93000,-2,99000
mixed - most recent,1.72E+11,Geff Elem School,IL,Geff CCSD 14,Primary,Regular school,No,14,0,2,0,0,0,0,0,474439,46790.211,70275.719,69870
mixed - most recent,1.71E+11,Gemini Middle School,IL,East Maine SD 63,Middle,Regular school,No,62,0,4,0,2,1,1,0,2965734,44994.559,139861.016,314584.375
mixed - most recent,1.73E+11,Gen George Patton Elem School,IL,Gen George Patton SD 133,Primary,Regular school,No,19,0,6,1,1,0,0,2,936071,143124.891,315919.781,409688.688
mixed - most recent,1.73E+11,Gen John A Logan Attendance Cntr,IL,Murphysboro CUSD 186,Primary,Regular school,No,32,0,14,0,1,0,0,0,1549827,159785,324348,79398
mixed - most recent,1.72E+11,Geneseo High School,IL,Geneseo CUSD 228,High,Regular school,No,51,0,7.41,3,1,0.4,0,0,2562677,109674.547,391375.906,230068.844
mixed - most recent,1.72E+11,Geneseo Middle School,IL,Geneseo CUSD 228,Middle,Regular school,No,40,0,4.75,2,0.4,0.4,0,0,2266527,106988.844,216072.859,189468.844
mixed - most recent,1.72E+11,Geneva 304 Early Learning Center,IL,Geneva CUSD 304,Prekindergarten,Regular school,No,6,0,-2,0,0.3,0.4,0,0,Not applicable,-2,-2,-2
mixed - most recent,1.72E+11,Geneva Community High School,IL,Geneva CUSD 304,High,Regular school,No,124,0,15.57,7.4,3,2,1,6,9303873,124091.297,1090018,798555.125
mixed - most recent,1.72E+11,Geneva Middle Sch North,IL,Geneva CUSD 304,Middle,Regular school,No,52,0,5.84,1.5,1,1,0,0,3662293,73362.367,457457.438,295461
mixed - most recent,1.72E+11,Geneva Middle Sch South,IL,Geneva CUSD 304,Middle,Regular school,No,49,0,5.84,1.5,1,1,0,0,3605133,131086.125,344419.875,297781.906
mixed - most recent,1.72E+11,Genoa Elementary School,IL,Genoa Kingston CUSD 424,Primary,Regular school,No,21,0,5.75,0,1,0,0,0,809177,37613,126060,137390
mixed - most recent,1.72E+11,Genoa-Kingston High School,IL,Genoa Kingston CUSD 424,High,Regular school,No,36,0,95,2,1,0,1,0,1732458,43473,605355,240432
mixed - most recent,1.72E+11,Genoa-Kingston Middle School,IL,Genoa Kingston CUSD 424,Middle,Regular school,No,25,0,5.05,1,1.05,0,0,0,1390682,37613,227611,164868
mixed - most recent,1.71E+11,Geo T Wilkins Jr High School,IL,Indian Springs SD 109,Middle,Regular school,No,44,0,3,0,1,0,0,0,2352164,163974.094,72990.797,244725
mixed - most recent,1.73E+11,George B Carpenter Elem School,IL,Park Ridge CCSD 64,Primary,Regular school,No,37,0,4,0,1,0.5,0,0,3027363,218914.578,278316,170472
mixed - most recent,1.74E+11,George O Barr School,IL,Silvis SD 34,Primary,Regular school,No,27,0,4.5,1,0.25,0.25,0,0,1069939,12558.64,212405.594,150118.688
mixed - most recent,1.71E+11,George T Wilkins Elem School,IL,Indian Springs SD 109,Primary,Regular school,No,39,0,2,0,1,0,0,0,1876866,134260.141,51776.898,173436
mixed - most recent,1.73E+11,George W Lieb Elem School,IL,Ridgeland SD 122,Primary,Regular school,No,26,0,6,0,1,0.6,0,0,1331824,109739,275111,163169
mixed - most recent,1.73E+11,George Washington Elem School,IL,Park Ridge CCSD 64,Primary,Regular school,No,48,0,5,0,1,0.5,0,0,3844401,307520.812,404911,200442
mixed - most recent,1.73E+11,George Washington Elem School,IL,Moline-Coal Valley CUSD 40,Primary,Regular school,No,20,0,5,0.4,1,0,0,0,1239835,91868,172144,105516
mixed - most recent,1.71E+11,George Washington Elementary Sch,IL,Cook County SD 130,Primary,Regular school,No,24,0,3,0,1,0,0,0,1059747,88573.109,227220.562,85441
mixed - most recent,1.74E+11,Georgetown Elementary School,IL,Indian Prairie CUSD 204,Primary,Regular school,No,41,0,7.2,0,1.5,0.6,0,0,2420475,341299.438,570837.062,134117.844
mixed - most recent,1.70E+11,Georgetown-Ridge Farm High School,IL,Georgetown-Ridge Farm CUD 4,High,Regular school,No,18,0,2,1,1,0,0,0,915768,66339,76894,350030
mixed - most recent,1.73E+11,Georgetowne Middle School,IL,N Pekin & Marquette Hght SD 102,Middle,Regular school,No,14,0,0.6,0,0,0,0,0,670469,17723,39269,81384
mixed - most recent,1.72E+11,German Valley Grade School,IL,Forrestville Valley CUSD 221,Primary,Regular school,No,3,0,0.25,0,0,0,0,0,152821,-2,3256.65,81895.773
mixed - most recent,1.72E+11,Germantown Elem School,IL,Germantown SD 60,Primary,Regular school,No,18,0,4,0,0,0,0,0,685986,65185.34,92305.398,140859.891
mixed - most recent,1.72E+11,Germantown Hills Elementary Sch,IL,Germantown Hills SD 69,Primary,Regular school,No,26,0,38.78,0.5,0,0,0,0,1773618,105740,248438,111740
mixed - most recent,1.72E+11,Germantown Hills Middle School,IL,Germantown Hills SD 69,Middle,Regular school,No,27,0,16.65,0.5,0,0,0,0,1451142,42683,245349,93174
mixed - most recent,1.72E+11,Giant City Elem School,IL,Giant City CCSD 130,Primary,Regular school,No,15,0,12.5,0,0,0,0,0,783482,73710,280957,111920
mixed - most recent,1.72E+11,Gifford Grade School,IL,Gifford CCSD 188,Primary,Regular school,No,14,0,1,0,0.2,0.2,0,0,824132,33005,17420,128141.977
mixed - most recent,1.71E+11,Gilberts Elem Sch,IL,CUSD 300,Primary,Regular school,No,46,0,2,0,1,1,0,0,2205566,119425.422,293993.375,197781.922
mixed - most recent,1.71E+11,Gillespie Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,31,0,2,1,0,0,0,1,1846359,356845.25,89419.844,258602
mixed - most recent,1.72E+11,Gillespie High School,IL,Gillespie CUSD 7,High,Regular school,No,20,0,2,0.5,0,0,0,0,1402538,-2,92452,73000
mixed - most recent,1.72E+11,Gillespie Middle School,IL,Gillespie CUSD 7,Middle,Regular school,No,15,0,1,0.5,0,0,0,0,845052,62306,57178,76679
mixed - most recent,1.70E+11,Gilson Brown Elem School,IL,Alton CUSD 11,Primary,Regular school,No,20,0,2,0,1,0,0,0,911427,45241.129,29062.381,90733.641
mixed - most recent,1.71E+11,Glacier Ridge Elementary School,IL,Crystal Lake CCSD 47,Primary,Regular school,No,37,1,8.2,0,2.8,1.4,0,0,1834621,440032.375,478186.938,207373.359
mixed - most recent,1.71E+11,Gladness V Player Early Childhood Center,IL,Indian Springs SD 109,Prekindergarten,Regular school,No,8,0,-2,0,0,0,0,0,Not applicable,-2,-2,-2
mixed - most recent,1.71E+11,Glen Carbon Elem School,IL,Edwardsville CUSD 7,Primary,Regular school,No,19,0,3.4,0,0.5,0.5,0,0.87,912299,-2,142442,118184
mixed - most recent,1.74E+11,Glen Crest Middle School,IL,CCSD 89,Middle,Regular school,No,44,0,5.5,1,1,1.5,0,0,3675774,60877.18,422563.75,228875
mixed - most recent,1.74E+11,Glen Flora Elem School,IL,Waukegan CUSD 60,Primary,Regular school,No,32,3,3,0,0,0.4,0,0,1383558,170430.203,89091.82,195201.359
mixed - most recent,1.72E+11,Glen Grove Elem School,IL,Glenview CCSD 34,Primary,Regular school,No,41,0,23.67,0,1,1,0,0,3096186,333571.625,158965.781,154740.266
mixed - most recent,1.73E+11,Glen Hill Elementary School,IL,Queen Bee SD 16,Primary,Regular school,No,28,0,3,0,0,0,0,0,1843961,363449,130619,182265
mixed - most recent,1.73E+11,Glen Oak Comm Learning Cntr,IL,Peoria SD 150,Primary,Regular school,No,68,0,11.5,1,2,0.5,0,2,2789077,54627.609,417382.469,420037
mixed - most recent,1.73E+11,Glen Oaks Elem School,IL,North Palos SD 117,Primary,Regular school,No,45,0,9.58,0,1.8,1,0,0,2237481,61904.609,498801.812,240970.406
mixed - most recent,1.72E+11,Glenbard East High School,IL,Glenbard Twp HSD 87,High,Regular school,No,144,0,28.38,8.6,3,2.2,1.33,10.5,13246827,225712,2492245,1020134
mixed - most recent,1.72E+11,Glenbard North High School,IL,Glenbard Twp HSD 87,High,Regular school,No,137,0,27.54,8,3,2,1.33,9.88,12241086,289081,2250231,1042950
mixed - most recent,1.72E+11,Glenbard South High School,IL,Glenbard Twp HSD 87,High,Regular school,No,74,0,18.38,4.25,1.8,1,1,7.5,6417113,149940,1498433,887922
mixed - most recent,1.72E+11,Glenbard West High School,IL,Glenbard Twp HSD 87,High,Regular school,No,139,0,23.36,8,3,2,1.33,11.5,12268181,219941,2163537,977718
mixed - most recent,1.71E+11,Glenbrook Elem School,IL,SD U-46,Primary,Regular school,No,27,0,1.75,0,1,0,0,0,1626891,23152.561,109933.344,108482.656
mixed - most recent,1.73E+11,Glenbrook Evening High School,IL,Northfield Twp HSD 225,High,Other/alternative school,No,1,0,2.17,1,0,0,0,0,115588,-2,10124.35,114260.312
mixed - most recent,1.73E+11,Glenbrook North High School,IL,Northfield Twp HSD 225,High,Regular school,No,191,0,75,8.4,2.3,4.9,1,8.5,18930596,981364.625,3694968.75,2682107.25
mixed - most recent,1.73E+11,Glenbrook Off-Campus Center,IL,Northfield Twp HSD 225,High,Other/alternative school,No,,,,,,,,,,,,
mixed - most recent,1.73E+11,Glenbrook South High School,IL,Northfield Twp HSD 225,High,Regular school,No,278,0,83.7,12,6,5.1,1,8.88,25316232,1555538.25,4584541,2978810
mixed - most recent,1.71E+11,Glendale Elem School,IL,East Peoria SD 86,Primary,Regular school,No,11,0,4.05,0.16,0.25,0.14,0,0,597668,87617,90529,75245
mixed - most recent,1.73E+11,Glenn Elem School,IL,McLean County USD 5,Primary,Regular school,No,26,1,32.5,0,0.3,0.2,0,0,912653,1088180.125,1088180.125,1088180.125
mixed - most recent,1.72E+11,Glenn Raymond Middle School,IL,Iroquois County CUSD 9,Middle,Regular school,No,18,0,9,0,0,0,0,0,1009541,-2,154643.047,80400
mixed - most recent,1.72E+11,Glenn Westlake Middle School,IL,Lombard SD 44,Middle,Regular school,No,105,1,13,3,2,1,0,0,8413398,367120.219,35926.559,227185.859
mixed - most recent,1.73E+11,Glenside Middle School,IL,Queen Bee SD 16,Middle,Regular school,No,49,0,4,0,0,0,0,0,3456704,360722,189832,286366
mixed - most recent,1.71E+11,Glenview Middle School,IL,East Moline SD 37,Middle,Regular school,No,79,0,9.2,4,1,0.2,1,0,4322282,25855.1,552509.125,363460.625
mixed - most recent,1.74E+11,Glenwood Elementary School,IL,Waukegan CUSD 60,Primary,Regular school,No,39,1,3,0,1,1,0,0,2320189,174400.531,113133.211,182537.281
mixed - most recent,1.70E+11,Glenwood Elementary School,IL,Ball Chatham CUSD 5,Primary,Regular school,No,40,0,10,1,0.5,0.5,0,0,1562829,64022.449,391323.625,166736
mixed - most recent,1.70E+11,Glenwood High School,IL,Ball Chatham CUSD 5,High,Regular school,No,73,0,13,4,1.5,1,2,4,3512433,125142.609,564441.25,321956
mixed - most recent,1.70E+11,Glenwood Intermediate Sch,IL,Ball Chatham CUSD 5,Middle,Regular school,No,39,0,6,1,0.5,0.5,0,0.25,1509241,78566.922,203450.625,154550
mixed - most recent,1.70E+11,Glenwood Middle School,IL,Ball Chatham CUSD 5,Middle,Regular school,No,42,0,10,2,0.5,0.5,0,1,1599179,92540.477,300448.531,157572
mixed - most recent,1.71E+11,Goethe Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,48,1,4,1,0,0,0,2,2573141,324051.125,174491.266,266658
mixed - most recent,1.73E+11,Golf Middle School,IL,Golf ESD 67,Middle,Regular school,No,21,0,3.5,1.5,0.5,0.45,0,0,1679661,32199.99,191935.203,193956.234
mixed - most recent,1.71E+11,Golfview Elem School,IL,CUSD 300,Primary,Regular school,No,46,0,5,0,1,1,0,0,732526,113167.477,350770.594,201491
mixed - most recent,1.72E+11,Gompers Junior High School,IL,Joliet PSD 86,Middle,Regular school,No,66,0,2.1,0,2,0.5,0,0,2999968,-2,135079,258369
mixed - most recent,1.71E+11,Goode STEM Academy HS,IL,City of Chicago SD 299,High,Regular school,No,61,1,13.5,3,0,0,2,7,2997752,107382.391,625687.938,290001.719
mixed - most recent,1.71E+11,Goodfield Elem School,IL,Eureka CUD 140,Primary,Regular school,No,7,0,2.54,0,0.2,0,0,0,342712,9268.66,67771.828,43714.922
mixed - most recent,1.72E+11,Goodings Grove School,IL,Homer CCSD 33C,Primary,Regular school,No,28,0,15.57,0.5,1,0,0,0,1508737,67286.297,522012.906,134599.562
mixed - most recent,1.72E+11,Goodrich Elem School,IL,Woodridge SD 68,Primary,Regular school,No,30,0,4,0,0,0.5,0,0,1917898,-2,215681.328,136927
mixed - most recent,1.70E+11,Goodwin Elem School,IL,Aurora West USD 129,Primary,Regular school,No,26,0,4.75,0,1,1,0,0,1978986,168409,177658,158952
mixed - most recent,1.71E+11,Goodwin Elementary School,IL,Cicero SD 99,Primary,Regular school,No,54,0,1.5,0,1,0.5,0,0,3383684,117060.719,76043.781,364926.031
mixed - most recent,1.71E+11,Gordon Bush Elementary,IL,East St Louis SD 189,Primary,Regular school,No,27,2,7.08,0,3,1,0,0,1198300,38659.078,347350.875,175100
mixed - most recent,1.74E+11,Gordon Gregory Middle School,IL,Indian Prairie CUSD 204,Middle,Regular school,No,57,0,9,2,1.5,1,0.5,0,4271961,248155.844,639816.438,388406.781
mixed - most recent,1.73E+11,Gordon School,IL,Posen-Robbins ESD 143-5,Primary,Regular school,No,28,0,4,0,1,0,0,0,1464956,106024.727,131106.375,175027
mixed - most recent,1.70E+11,Goreville Elementary School,IL,Goreville CUD 1,Primary,Regular school,No,20,0,3,1,0,0,0,0,1031474,71194.547,170534.266,260621.453
mixed - most recent,1.70E+11,Goreville High School,IL,Goreville CUD 1,High,Regular school,No,14,0,3,1,0,0,0,0,1301988,71194.547,170534.266,260621.453
mixed - most recent,1.71E+11,Goshen Elementary,IL,Edwardsville CUSD 7,Primary,Regular school,No,25,0,4.5,0,0.5,0.5,0,0.87,852401,13789,219663,118261
mixed - most recent,1.71E+11,Goudy Technology Academy,IL,City of Chicago SD 299,Primary,Regular school,No,43,0,4,1,0,0,0,2,2524293,242031.531,198268.156,263373
mixed - most recent,1.72E+11,Gower Middle School,IL,Gower SD 62,Middle,Regular school,No,33,0,4.52,0,1,0.25,0,0,3144991,159636.031,253502.438,388579.812
mixed - most recent,1.72E+11,Gower West Elem School,IL,Gower SD 62,Primary,Regular school,No,32,0,5.5,0,1,0.75,0,0,2483665,348949.969,276918.625,323291.875
mixed - most recent,1.71E+11,Grace McWayne Elementary School,IL,Batavia USD 101,Primary,Regular school,No,28,0,7.5,0,1.2,0.5,0,0,1770923,247010,444265,154428
mixed - most recent,1.72E+11,Grafton Elem School,IL,Jersey CUSD 100,Primary,Regular school,No,8,0,0,0,0.1,0.2,0,0,Not applicable,-2,-2,-2
mixed - most recent,1.71E+11,Graham  A Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,28,1,5,1,0,0,0,2,1491482,116944.992,210659.969,276201.531
mixed - most recent,1.71E+11,Graham  R Training Center,IL,City of Chicago SD 299,High,Other/alternative school,No,18,0,2,1,0,0,2,0,169033,930381,109383.297,255680
mixed - most recent,1.71E+11,Grand Ave Sch,IL,Beardstown CUSD 15,Prekindergarten,Regular school,No,102,15,-2,1,2,0,0,0,Not applicable,-2,-2,-2
mixed - most recent,1.70E+11,Grand Chain Alternative Center,IL,Jamp Spec Educ Services,High,Special education school,No,6,0,0,2,2,2,0,0,Not applicable,-2,-2,-2
mixed - most recent,1.73E+11,Grand Prairie Elem School,IL,Plainfield SD 202,Primary,Regular school,No,34,0,4.63,0,1,0,0,0,2199770,99982.047,283783.094,164834.594
mixed - most recent,1.72E+11,Grand Prairie Elem School,IL,Grand Prairie CCSD 6,Primary,Regular school,No,6,0,3,0,0,0,0,0,192000,30000,45000,91000
mixed - most recent,1.72E+11,Grand Prairie Elementary School,IL,Frankfort CCSD 157C,Primary,Regular school,No,51,0,5.7,0,3.7,1,0,0,2655794,377131.156,305480.844,187353
mixed - most recent,1.72E+11,Grand Ridge School,IL,Grand Ridge CCSD 95,Primary,Regular school,No,20,0,3.31,0,1,0,0,0,740191,14521,165004,191782
mixed - most recent,1.73E+11,Grande Park Elem Sch,IL,CUSD 308,Primary,Regular school,No,38,0,4,0,1,1,0,0,2354997,181227.344,346494.656,157165.734
mixed - most recent,1.74E+11,Grande Reserve Elem Sch,IL,Yorkville CUSD 115,Primary,Regular school,No,43,0,13.67,0,1,0,0,0,2199996,151438.984,287153.531,169043.938
mixed - most recent,1.72E+11,Granite City High School,IL,Granite City CUSD 9,High,Regular school,No,91,0,52.33,4,1,1,0,0,5923983,91695.844,2203931.75,507322
mixed - most recent,1.72E+11,Grant Community High School,IL,Grant CHSD 124,High,Regular school,No,97,0,48.5,6,3,3,1,7,6668514,57779.301,2800608.25,313603.469
mixed - most recent,1.71E+11,Grant Elem School,IL,Bellwood SD 88,Primary,Regular school,No,29,0,10,0,1,1,0,0,1503635,-2,375709.656,155023.016
mixed - most recent,1.72E+11,Grant Middle School,IL,Grant CCSD 110,Middle,Regular school,No,19,0,11,0,1,0.2,1,0,991015,222982,752025,292622
mixed - most recent,1.72E+11,Grant Park Elem School,IL,Grant Park CUSD 6,Primary,Regular school,No,24,0,13,1,1,0,0,0,560000,81000,147000,340000
mixed - most recent,1.72E+11,Grant Park High School,IL,Grant Park CUSD 6,High,Regular school,No,16,0,37,1,1,0.5,0,0,2333141,80041,1785287,373000
mixed - most recent,1.71E+11,Grant Primary,IL,Bellwood SD 88,Primary,Regular school,No,4,0,2,0,1,1,0,0,296380,51507.82,39631.16,-2
mixed - most recent,1.72E+11,Grant-White Elem School,IL,Forest Park SD 91,Primary,Regular school,No,9,0,2.5,0,1,0.2,0,0,601907,62005,180071,188585
