year,ncessch,school_name,state_location,lea_name,school_level,school_type,charter,teachers_fte_crdc,teachers_uncertified_fte,support_fte,counselors_fte,social_workers_fte,psychologists_fte,law_enforcement_fte,security_guard_fte,salaries_teachers,salaries_instructional_aides,salaries_support,salaries_administration
mixed - most recent,1.74E+11,Virginia Elem School,IL,Virginia CUSD 64,Primary,Regular school,No,11,0,1.5,0.5,0.1,0.1,0,0,480073,57839.82,39188.109,140839.156
mixed - most recent,1.74E+11,Virginia Jr/ Sr High School,IL,Virginia CUSD 64,High,Regular school,No,14,0,1.5,0.5,0.1,0.1,0,0,652472,14166.44,39188.109,140839.156
mixed - most recent,1.73E+11,Virginia Lake Elem School,IL,Palatine CCSD 15,Primary,Regular school,No,49,0,17.78,0,1,1,0,0,2940195,338257.5,968547.75,213752
mixed - most recent,1.70E+11,Visually Impaired Programs,IL,School Assn For Special Educ,Missing/not reported,Special education school,No,,,,,,,,,,,,
mixed - most recent,1.71E+11,Vivian Adams Early Child Ctr,IL,East St Louis SD 189,Prekindergarten,Regular school,No,24,3,-2,0,1,0.33,0,1,Not applicable,-2,-2,-2
mixed - most recent,1.71E+11,Volta Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,52,0,6,1,0,0,0,2,3042288,378553.531,276125.125,245421
mixed - most recent,1.71E+11,Von Steuben Metro Science HS,IL,City of Chicago SD 299,High,Regular school,No,102,2,20,6,0,0,0,6,6668551,212596.078,957491.75,490831
mixed - most recent,1.73E+11,Von Steuben Middle School,IL,Peoria SD 150,Middle,Regular school,No,26,0,3.8,0.8,0,0,0,0,1068601,26034.34,133433.734,137551.953
mixed - most recent,1.71E+11,W A Johnson Sch,IL,Bensenville SD 2,Primary,Regular school,No,63,0,11,0,2,1,0,0,3065070,445556.469,382798,225837
mixed - most recent,1.70E+11,W C Petty Elementary School,IL,Antioch CCSD 34,Primary,Regular school,No,35,0,8.71,2.5,1.5,1,0,0,2293247,177750.953,234300.875,94685
mixed - most recent,1.73E+11,W J Murphy Elem School,IL,Round Lake CUSD 116,Primary,Regular school,No,38,0.87,7,0,2,1,0,0,2697298,281848.656,412331.75,259953.406
mixed - most recent,1.74E+11,W J Zahnow Elem School,IL,Waterloo CUSD 5,Primary,Regular school,No,21,0,4.23,0,0.5,0,0,0,182792,-2,125762.18,186097.203
mixed - most recent,1.70E+11,W S Beaupre Elem School,IL,Aurora East USD 131,Primary,Regular school,No,20,0,2,0,1,0.5,0,0,1069614,133349,46753,97149
mixed - most recent,1.70E+11,W W Walker Elem School,IL,Summit SD 104,Primary,Regular school,No,17,0,1.8,0,0.5,0.5,0,0,1139514,106722,60087,173535
mixed - most recent,1.74E+11,W W Woodbury Elem School,IL,Sandwich CUSD 430,Primary,Regular school,No,11,0,2,0,0.5,0.5,0.17,0,391582,15932,50102,84000
mixed - most recent,1.71E+11,Wacker Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,17,0,3,1,0,0,0,1,864533,273711.438,133728.328,264948
mixed - most recent,1.71E+11,Wadsworth Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,36,0,5,1,0,0,0,2,1914991,330185.375,195470.938,261880
mixed - most recent,1.74E+11,Wagoner Elem,IL,CCSD 168,Primary,Regular school,No,51,0,16,0,2,1,0,0,2082738,383992.438,568944.938,362529.156
mixed - most recent,1.71E+11,Walden Elem School,IL,Deerfield SD 109,Primary,Regular school,No,38,0,5,0,0,2,0,0,2928233,98123,210098,205000
mixed - most recent,1.71E+11,Walker Elem School,IL,Evanston CCSD 65,Primary,Regular school,No,31,0,4,0,1,0,0,0,2602207,84330,196303.812,141032.953
mixed - most recent,1.74E+11,Walker Intermediate School,IL,Summit Hill SD 161,Middle,Regular school,No,41,0,1,1,2,1,0,0,2552890,578774,23310,188574
mixed - most recent,1.72E+11,Walker School,IL,Hinsdale CCSD 181,Primary,Regular school,No,21,0,11.91,1,1,1,0,0,2077018,172146.984,696661.062,212217.484
mixed - most recent,1.73E+11,Walkers Grove Elementary School,IL,Plainfield SD 202,Primary,Regular school,No,30,0,3.63,0,1,1,0,0,1865453,57471.73,221946.969,191235.5
mixed - most recent,1.74E+11,Wallace Elem School,IL,Wallace CCSD 195,Primary,Regular school,No,30,0,7,0,1,1,0,0,1536413,93504,370658,109699
mixed - most recent,1.73E+11,Walnut Trails Elem School,IL,Minooka CCSD 201,Primary,Regular school,No,33,0,16,0,1,1,0,0,1915110,260076.109,424718.844,100982.43
mixed - most recent,1.72E+11,Walsh Elem School,IL,Will County SD 92,Primary,Regular school,No,23,0,1.75,0,1.5,3.45,0,1,1477071,36237.141,121195.539,165324.406
mixed - most recent,1.71E+11,Walsh Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,22,0,3,1,0,0,0,1,1406342,342868.375,142254.812,139323
mixed - most recent,1.70E+11,Walsh Elem School,IL,Summit SD 104,Primary,Regular school,No,26,0,1.4,0,0.5,0.2,0,0,1599710,237773,76849,162740
mixed - most recent,1.74E+11,Walt Whitman Elem School,IL,Wheeling CCSD 21,Primary,Regular school,No,33,0,8.28,0,1,1,0,0,2142593,35728.871,599808.312,176956.578
mixed - most recent,1.74E+11,Walter F Fierke Ed Center,IL,CCSD 146,Primary,Regular school,No,34,0,9,1,1,0.5,0,0,1951953,168000,250000,100250
mixed - most recent,1.71E+11,Walter Henri Dyett High School for the Arts,IL,City of Chicago SD 299,High,Regular school,No,19,0,8,1,0,0,0,5,1150404,67837.133,285535.469,250850
mixed - most recent,1.73E+11,Walter R Sundling Jr High Sch,IL,Palatine CCSD 15,Middle,Regular school,No,37,0,9.95,1,1,1,0,0,3177824,274441,529282.5,222175
mixed - most recent,1.74E+11,Waltham Elementary School,IL,Waltham CCSD 185,Primary,Regular school,No,18,0,2.89,0,0.33,0.09,0,0,752628,22934.68,165313.812,290268.281
mixed - most recent,1.74E+11,Waltonville Grade School,IL,Waltonville CUSD 1,Primary,Regular school,No,19,0,5.5,1,0,0,0,0,817376,138199,140526.125,57000
mixed - most recent,1.74E+11,Waltonville High School,IL,Waltonville CUSD 1,High,Regular school,No,8,0,2.5,1,0,0,0,0,347235,34178,60225.48,77000
mixed - most recent,1.72E+11,Wanda Kendall Elem School,IL,Iroquois County CUSD 9,Primary,Regular school,No,13,0,4.93,0,1,0,0,0,706330,-2,130994.992,89796.477
mixed - most recent,1.71E+11,Ward  J Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,31,0,4,1,0,0,0,1,1995636,261958.375,130543.578,257502
mixed - most recent,1.71E+11,Ward  L Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,32,1,6,1,0,0,0,2,1593863,142675.125,251775.172,231750
mixed - most recent,1.71E+11,Warren Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,14,0,4,1,0,0,1,1,887964,66863.117,184885.297,149329
mixed - most recent,1.74E+11,Warren Elementary School,IL,Warren CUSD 205,Primary,Regular school,No,17,0,0.75,0.5,0.4,0.2,0,0,633963,47274.52,37868.84,56440.559
mixed - most recent,1.74E+11,Warren Jr/Sr High School,IL,Warren CUSD 205,High,Regular school,No,18,0,0.75,0.5,0.4,0.2,0,0,766465,8865.71,37868.84,70000
mixed - most recent,1.71E+11,Warren Park School,IL,Cicero SD 99,Primary,Regular school,No,44,0,1,0,1,0,0,0,2534204,133556.188,49209.309,387518
mixed - most recent,1.74E+11,Warren Township High School,IL,Warren Twp HSD 121,High,Regular school,No,242,0,31,13,7,2,2,13,21485686,640935.125,4557724,2975629.75
mixed - most recent,1.74E+11,Warrensburg-Latham Elem Sch,IL,Warrensburg-Latham CUSD 11,Primary,Regular school,No,23,0,-2,0,0.34,0,0,0,Not applicable,-2,-2,-2
mixed - most recent,1.74E+11,Warrensburg-Latham High School,IL,Warrensburg-Latham CUSD 11,High,Regular school,No,19,0,1.36,0.86,0.33,0,0,0,937077,-2,94055.992,195966
mixed - most recent,1.74E+11,Warrensburg-Latham Middle Sch,IL,Warrensburg-Latham CUSD 11,Middle,Regular school,No,15,0,0,0,0.33,0,0,0,784219,13426,-2,73440
mixed - most recent,1.74E+11,Warsaw Elem School,IL,Warsaw CUSD 316,Primary,Regular school,No,16,0,2,0,0.4,0.4,0,0,508901,31723.66,38598.988,51249.102
mixed - most recent,1.74E+11,Warsaw Sr High School,IL,Warsaw CUSD 316,High,Regular school,No,15,0,1.4,1,0.2,0.2,0,0,691658,-2,75687.312,55449.18
mixed - most recent,1.74E+11,Wasco Elem School,IL,St Charles CUSD 303,Primary,Regular school,No,20,0,8.79,0,1,0,0,0,1500404,105191.391,521384.875,121200
mixed - most recent,1.71E+11,Washington  G Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,45,0,5,1,0,0,0,2,2802937,294120.875,219504.547,265686.719
mixed - most recent,1.71E+11,Washington  H Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,21,0,3,1,0,0,0,1,1485209,78121.141,128913.227,234840
mixed - most recent,1.71E+11,Washington Academy,IL,Belvidere CUSD 100,Primary,Regular school,No,54,0,18,1,1,0,0,0,2751797,67147.109,353504.219,368781.875
mixed - most recent,1.71E+11,Washington Attendance Center,IL,Carmi-White County CUSD 5,Middle,Regular school,No,17,0,7.84,0,0.4,0,0,0,797019,-2,158253.156,107851.938
mixed - most recent,1.74E+11,Washington Comm High School,IL,Washington CHSD 308,High,Regular school,No,92,0,42.41,4,4,1,1,1,6069972,171403.375,1990405.125,603079
mixed - most recent,1.73E+11,Washington Dual Language Academy,IL,Maywood-Melrose Park-Broadview 89,Primary,Regular school,No,13,0,4.84,0,0,0,0.5,0.5,514069,-2,194606.656,97375
mixed - most recent,1.74E+11,Washington Elem School,IL,Sterling CUSD 5,Primary,Regular school,No,22,2,0,1,0,0,0,0,1239384,67481,-2,75479
mixed - most recent,1.74E+11,Washington Elem School,IL,Waukegan CUSD 60,Primary,Regular school,No,37,1,3.9,0,1,0.5,0,0,1302180,195093.578,91589.344,167894.953
mixed - most recent,1.74E+11,Washington Elem School,IL,Schiller Park SD 81,Primary,Regular school,No,29,0,5,0,0,1,0,0,1317046,155702.016,213372.938,163865.484
mixed - most recent,1.73E+11,Washington Elem School,IL,Robinson CUSD 2,Primary,Regular school,No,24,0,1,0.5,0,0,1,0,1254216,187766,50194,279258
mixed - most recent,1.73E+11,Washington Elem School,IL,Pontiac CCSD 429,Primary,Regular school,No,21,0,6.92,0.5,0.34,0.25,0,0,1207250,6811,296863,94117
mixed - most recent,1.73E+11,Washington Elem School,IL,Pana CUSD 8,Primary,Regular school,No,17,0,2.45,0,0,0,0,0,764810,115583.93,119470.867,78844.133
mixed - most recent,1.73E+11,Washington Elem School,IL,Oglesby ESD 125,Middle,Regular school,No,9,0,1.43,0,0.33,0.11,0,0,348986,78631.844,67421.32,106493.898
mixed - most recent,1.73E+11,Washington Elem School,IL,Mundelein ESD 75,Primary,Regular school,No,41,0,6.9,0,1,1,0.25,0,2389977,85072,435362,120592
mixed - most recent,1.72E+11,Washington Elem School,IL,Marion CUSD 2,Primary,Regular school,No,38,0,2,0,1,0,0,0,1582679,-2,69913.992,157603.406
mixed - most recent,1.72E+11,Washington Elem School,IL,Jacksonville SD 117,Primary,Regular school,No,21,0,1,0,1,1,0,0,717063,-2,42024,105158.219
mixed - most recent,1.72E+11,Washington Elem School,IL,Harvard CUSD 50,Prekindergarten,Regular school,No,7,0,-2,0,1,0,0,0,Not applicable,-2,-2,-2
mixed - most recent,1.71E+11,Washington Elem School,IL,Evanston CCSD 65,Primary,Regular school,No,40,0,5,0,1,1,0,0,3504959,187077.922,337171.406,288761.031
mixed - most recent,1.71E+11,Washington Elem School,IL,SD U-46,Primary,Regular school,No,20,0,1.75,0,1,1,0,0,1298050,35610.18,117404.578,119356.523
mixed - most recent,1.71E+11,Washington Elem School,IL,East Maine SD 63,Primary,Regular school,No,34,0,2.5,0,1,1,0,0,1098276,-2,130809.492,114950
mixed - most recent,1.71E+11,Washington Elem School,IL,East Alton SD 13,Prekindergarten,Regular school,No,6,0,-2,0,0,2,0,0,Not applicable,-2,-2,-2
mixed - most recent,1.71E+11,Washington Elem School,IL,Dolton SD 148,Primary,Regular school,No,21,0,5,0,1,0.25,0,0,1427700,22902.6,162069.219,100000
mixed - most recent,1.71E+11,Washington Elem School,IL,Dixon USD 170,Primary,Regular school,No,29,0,5,0,2,0,0,0,1253819,259360.766,172008.797,90828.156
mixed - most recent,1.71E+11,Washington Elem School,IL,Champaign CUSD 4,Primary,Regular school,No,34,0,3,0,1,1,0,0,1526397,53841,59571,223313
mixed - most recent,1.71E+11,Washington Elem School,IL,Bloomington SD 87,Primary,Regular school,No,25,0,2.69,0,1,0.5,0,0,1734322,-2,125321,112055
mixed - most recent,1.70E+11,Washington Elem School,IL,Schuyler-Industry CUSD 5,Primary,Regular school,No,14,0,2,0,1,1,0,0,376721,30000,30000,76737
mixed - most recent,1.74E+11,Washington Elementary School,IL,CUSD 200,Primary,Regular school,No,34,0,1.33,0,1,1,0,0,2135616,29.98,1916.88,190349.344
mixed - most recent,1.73E+11,Washington Elementary School,IL,Rockford SD 205,Primary,Regular school,No,29,0,5,0,0.5,0.8,0,0,1625337,103649.508,53765.66,86723.211
mixed - most recent,1.71E+11,Washington G High School,IL,City of Chicago SD 299,High,Regular school,No,95,1,20,4,0,0,4,8,5003757,251566.438,886309.5,388879
mixed - most recent,1.73E+11,Washington Gifted School,IL,Peoria SD 150,Middle,Regular school,No,14,0,1.2,0.2,0,0,0,0,811633,8614.34,39181.559,105116
mixed - most recent,1.73E+11,Washington Intermediate School,IL,Pekin PSD 108,Middle,Regular school,No,32,0,5,1,0,0,0,0,1330428,116779,95169,303675.281
mixed - most recent,1.72E+11,Washington Jr High & Academy Prgm,IL,Joliet PSD 86,Middle,Regular school,No,57,1,2,0,2,0,0,0,2482479,-2,133516,326174.719
mixed - most recent,1.73E+11,Washington Jr High School,IL,Rock Island SD 41,Middle,Regular school,No,30,0,0,1,0.5,0.5,0,0,Not applicable,-2,-2,-2
mixed - most recent,1.73E+11,Washington Jr High School,IL,Naperville CUSD 203,Middle,Regular school,No,43,0,31,3,1,1,0.5,0,3521281,-2,1244325.5,389273.375
mixed - most recent,1.71E+11,Washington Junior High,IL,Dolton SD 148,Middle,Regular school,No,16,0,5,0,1,0.25,0,0,905713,14341.2,123691.523,75000
mixed - most recent,1.74E+11,Washington Middle School,IL,Washington SD 52,Middle,Regular school,No,32,0,2,58.3,0,0,0,0,1527706,40584.43,76595.219,88111.008
mixed - most recent,1.74E+11,Washington Middle School,IL,Springfield SD 186,Middle,Regular school,No,59,0,6.1,0,1.5,0.33,1,2,2312008,-2,454718,245344
mixed - most recent,1.72E+11,Washington Middle School,IL,Lyons SD 103,Middle,Regular school,No,70,0,4,0,1,0,0,0,3181164,265122.562,154718,271349
mixed - most recent,1.72E+11,Washington Middle School,IL,Johnston City CUSD 1,Middle,Regular school,No,16,0,0.25,0,0.25,0.25,0,0,733045,-2,8304,79231
mixed - most recent,1.70E+11,Washington Middle School,IL,Aurora West USD 129,Middle,Regular school,No,47,0,9.47,0,2,1,0,0,3808848,21445,309449,321474
mixed - most recent,1.73E+11,Washington School,IL,Monticello CUSD 25,Primary,Regular school,No,17,0,1.5,0,0.5,0.2,0,0,896582,28405,40000,92000
mixed - most recent,1.71E+11,Washington School,IL,Belleville SD 118,Prekindergarten,Regular school,No,5,0,-2,0,0,0,0,0,Not applicable,-2,-2,-2
mixed - most recent,1.71E+11,Washington-McKinley Elem Sch,IL,Chicago Heights SD 170,Primary,Regular school,No,61,0,37,0,0.5,0.8,0,0,2762398,248283.797,1144066,414414
mixed - most recent,1.72E+11,Washington-Monroe Elem School,IL,Lincoln ESD 27,Primary,Regular school,No,14,0,6,0,0,0,0,0,733297,50387,138195,74642
mixed - most recent,1.72E+11,Waterbury Elem School,IL,Keeneyville SD 20,Primary,Regular school,No,35,0,4,0,1,1,0,0,1839095,29346.619,254131.953,189300.609
mixed - most recent,1.74E+11,Waterloo High School,IL,Waterloo CUSD 5,High,Regular school,No,51,0,4.5,4,0.5,0,0,0,472147,-2,268292.656,396588.375
mixed - most recent,1.74E+11,Waterloo Junior High School,IL,Waterloo CUSD 5,Middle,Regular school,No,32,0,2,0,1,0,0,0,961378,-2,192835.344,285047.906
mixed - most recent,1.71E+11,Waters Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,35,0,3,1,0,0,0,1,2343197,61428.738,119533.547,261880
mixed - most recent,1.72E+11,Watseka Comm High School,IL,Iroquois County CUSD 9,High,Regular school,No,24,0,10.3,1,0,0,0,0,1362390,17721.061,241158.312,135822.891
mixed - most recent,1.74E+11,Waubonsie Valley High School,IL,Indian Prairie CUSD 204,High,Regular school,No,159,1,48.3,9.4,3,2,1,10.8,11057519,469090.844,3351554.25,734479.812
mixed - most recent,1.70E+11,Wauconda CUSD 118 ALOP,IL,Lake ROE,Secondary,Other/alternative school,No,,,,,,,,,,,,
mixed - most recent,1.74E+11,Wauconda Grade School,IL,Wauconda CUSD 118,Primary,Regular school,No,45,0,10.7,0,1.3,1,0,0,2356676,166081,740316,338147
mixed - most recent,1.74E+11,Wauconda High School,IL,Wauconda CUSD 118,High,Regular school,No,82,0,12.1,4,2,2,0,4,5047981,104054,754569,851621
mixed - most recent,1.74E+11,Wauconda Middle School,IL,Wauconda CUSD 118,Middle,Regular school,No,42,0,5,1,1,1,0,0,2612826,105726,307080,309665
mixed - most recent,1.74E+11,Waukegan High School,IL,Waukegan CUSD 60,High,Regular school,No,300,20,59.3,16,4,6,2,47,12796663,1026220.438,3166143.75,271450.375
mixed - most recent,1.74E+11,Waverly Elementary School,IL,Waverly CUSD 6,Primary,Regular school,No,18,0,1.5,1,0.5,0,0,0,753292,99892,81264,187517
mixed - most recent,1.74E+11,Waverly Junior/Senior High School,IL,Waverly CUSD 6,High,Regular school,No,14,0,1.5,1,0.5,0,0,0,616287,-2,81264,56044
mixed - most recent,1.74E+11,Wayne Builta Elementary School,IL,Indian Prairie CUSD 204,Primary,Regular school,No,27,0,7.3,0,0.8,0.4,0,0,1617856,274918.75,565080.25,134117.844
mixed - most recent,1.74E+11,Wayne City Attendance Center,IL,Wayne City CUSD 100,Primary,Regular school,No,25,0,1.73,0,1,0,0,0,1095528,95770.938,41108.602,23852.029
mixed - most recent,1.74E+11,Wayne City High School,IL,Wayne City CUSD 100,High,Regular school,No,16,0,1.27,1,0,0,0,0,789795,56714.441,28785.721,14914.39
mixed - most recent,1.71E+11,Wayne Elem School,IL,SD U-46,Primary,Regular school,No,21,0,2.25,0,1,0,0,0,934957,14498.01,129380.117,111273.992
mixed - most recent,1.70E+11,Wayne Thomas Elem School,IL,North Shore SD 112,Primary,Regular school,No,29,0,4.4,0,1,1,0,0,2186750,79370.273,281745.625,138116.469
mixed - most recent,1.70E+11,WCISEC ED,IL,West Central IL Spec Educ Coop,Missing/not reported,Special education school,No,,,,,,,,,,,,
mixed - most recent,1.70E+11,WCISEC HS ED,IL,West Central IL Spec Educ Coop,Missing/not reported,Special education school,No,,,,,,,,,,,,
mixed - most recent,1.70E+11,WCISEC HS MD,IL,West Central IL Spec Educ Coop,Missing/not reported,Special education school,No,,,,,,,,,,,,
mixed - most recent,1.70E+11,WCISEC MD,IL,West Central IL Spec Educ Coop,Missing/not reported,Special education school,No,,,,,,,,,,,,
mixed - most recent,1.70E+11,WCSEA Black Partridge Pub Day Prog,IL,Woodford Cty Special Ed Assoc,Missing/not reported,Special education school,No,,,,,,,,,,,,
mixed - most recent,1.70E+11,WCSEA-Benson,IL,Woodford Cty Special Ed Assoc,Missing/not reported,Special education school,No,,,,,,,,,,,,
mixed - most recent,1.70E+11,WCSEA-GH-4-8,IL,Woodford Cty Special Ed Assoc,Missing/not reported,Special education school,No,,,,,,,,,,,,
mixed - most recent,1.70E+11,WCSEA-Lowpoint Washburn,IL,Woodford Cty Special Ed Assoc,Missing/not reported,Special education school,No,,,,,,,,,,,,
mixed - most recent,1.70E+11,WCSEA-MGS,IL,Woodford Cty Special Ed Assoc,Missing/not reported,Special education school,No,,,,,,,,,,,,
mixed - most recent,1.70E+11,WCSEA-Minonk-K-2,IL,Woodford Cty Special Ed Assoc,Missing/not reported,Special education school,No,,,,,,,,,,,,
mixed - most recent,1.70E+11,WCSEA-MTHS-9-12,IL,Woodford Cty Special Ed Assoc,Missing/not reported,Special education school,No,,,,,,,,,,,,
mixed - most recent,1.70E+11,WCSEA-Riverview,IL,Woodford Cty Special Ed Assoc,Missing/not reported,Special education school,No,,,,,,,,,,,,
mixed - most recent,1.70E+11,WCSEA-Sowers-K-4,IL,Woodford Cty Special Ed Assoc,Missing/not reported,Special education school,No,,,,,,,,,,,,
mixed - most recent,1.70E+11,WCSEA-Wenona-6-8,IL,Woodford Cty Special Ed Assoc,Missing/not reported,Special education school,No,,,,,,,,,,,,
mixed - most recent,1.74E+11,WCSEC-Intermediate Instruc Prgrm,IL,Winnebago County Spec Educ Coop,Missing/not reported,Special education school,No,,,,,,,,,,,,
mixed - most recent,1.74E+11,WCSEC-Primary Instructional Prgrm,IL,Winnebago County Spec Educ Coop,Missing/not reported,Special education school,No,,,,,,,,,,,,
mixed - most recent,1.74E+11,WCSEC-Soc Emotnl Learn Found-Elementary,IL,Winnebago County Spec Educ Coop,Missing/not reported,Special education school,No,,,,,,,,,,,,
mixed - most recent,1.74E+11,WCSEC-Soc Emtlnl Learn Found-MS Program,IL,Winnebago County Spec Educ Coop,Missing/not reported,Special education school,No,,,,,,,,,,,,
mixed - most recent,1.70E+11,Webber High School,IL,Bluford Unit School District 318,High,Regular school,No,8,0,4.1,1,0,0,0,0,231430,28000,66235,74142
