,School ID,Unnamed: 0,"% of Misconducts Resulting in a Suspension
(includes ISS and OSS)",% of Unique Students Receiving ISS,% of Unique Students Receiving OSS,% of Misconducts Resulting in a Police Notification,Attendance
24,609710,3710.0,60.988888888888894,20.6,18.2,5.933333333333333,77.58888888888889
25,609712,4039.0,39.800000000000004,32.5,30.866666666666664,3.4,72.38888888888889
26,609713,4238.0,74.125,31.787499999999998,17.1625,5.8125,82.22222222222223
27,609715,4606.0,34.0,4.7,2.7222222222222223,1.788888888888889,87.83611111111111
28,609716,4624.0,40.44444444444444,8.977777777777778,12.42222222222222,6.388888888888889,81.31666666666668
29,609718,4641.0,83.6625,0.7749999999999999,5.4875,20.225,86.87777777777778
30,609719,4795.0,30.400000000000002,11.255555555555556,8.822222222222223,2.8444444444444446,86.29722222222222
31,609720,4813.0,17.877777777777776,0.0,0.688888888888889,12.277777777777779,93.3111111111111
32,609722,5303.0,31.78888888888889,15.844444444444443,43.266666666666666,7.444444444444445,74.99722222222222
33,609723,5388.0,60.94444444444444,48.4,30.333333333333332,3.5,76.075
34,609724,5428.0,51.46666666666667,4.6000000000000005,4.855555555555556,6.9111111111111105,87.89722222222223
35,609725,5736.0,51.144444444444446,8.477777777777776,15.433333333333332,5.188888888888889,82.80277777777778
36,609726,819.7777777777778,36.611111111111114,2.8333333333333335,2.9333333333333336,2.288888888888889,89.603125
37,609727,6925.0,71.65555555555557,52.93333333333334,31.433333333333334,0.8111111111111111,75.85277777777777
38,609728,7469.0,65.35555555555555,15.38888888888889,7.455555555555556,3.611111111111111,85.39722222222223
39,609729,7714.0,50.44444444444444,4.477777777777778,7.133333333333334,18.833333333333332,82.046875
40,609730,7732.0,39.044444444444444,9.455555555555556,7.444444444444445,7.622222222222222,89.21111111111111
41,609732,8187.0,62.57777777777778,25.655555555555555,9.011111111111111,0.8111111111111111,84.42222222222222
42,609733,8289.0,15.200000000000001,0.0,6.033333333333333,2.9222222222222225,83.31666666666666
43,609734,8357.0,21.244444444444444,4.977777777777778,1.511111111111111,3.477777777777778,88.64444444444445
44,609735,8520.0,52.211111111111116,10.544444444444444,24.955555555555556,13.822222222222225,77.10555555555555
45,609737,8783.0,21.922222222222224,1.288888888888889,2.7222222222222223,8.522222222222222,91.45555555555555
46,609738,5051.0,48.733333333333334,1.5555555555555556,2.3777777777777778,13.755555555555556,88.68055555555556
47,609739,8920.0,20.833333333333332,13.633333333333333,8.1,1.8333333333333333,85.72500000000001
48,609740,8982.777777777777,58.67777777777777,12.011111111111111,11.711111111111112,4.388888888888889,85.12222222222222
49,609741,4175.0,50.84444444444444,12.277777777777779,5.277777777777778,5.6000000000000005,89.38333333333334
50,609744,6338.0,33.63333333333333,1.9000000000000001,1.9333333333333333,0.6222222222222222,89.97222222222223
51,609745,8100.0,54.177777777777784,0.4777777777777778,3.311111111111111,1.3444444444444446,88.23333333333333
52,609746,4658.0,48.611111111111114,15.044444444444446,9.277777777777779,0.25555555555555554,90.76944444444445
53,609749,6356.0,7.866666666666666,0.03333333333333333,0.36666666666666664,1.7777777777777777,93.63749999999999
54,609750,7890.625,59.025000000000006,3.4375,14.712499999999999,31.575000000000003,58.30555555555556
55,609751,4722.0,46.6,2.1555555555555554,2.1222222222222222,10.6,90.8138888888889
56,609753,1472.7777777777778,39.388888888888886,3.766666666666667,2.7333333333333334,1.922222222222222,92.76388888888889
57,609754,1504.3333333333333,43.18888888888889,10.488888888888889,16.27777777777778,0.6,88.88055555555556
58,609756,2070.0,41.111111111111114,5.166666666666667,6.277777777777778,3.4888888888888894,86.38055555555556
59,609759,1744.0,37.12222222222222,8.444444444444445,24.622222222222224,4.011111111111111,78.52222222222223
60,609760,1269.0,82.87777777777778,6.766666666666667,5.488888888888889,6.722222222222222,91.16944444444445
61,609761,1968.0,40.41111111111111,12.955555555555557,18.522222222222222,11.322222222222223,80.10277777777777
62,609762,4511.0,88.3125,38.75,22.6125,6.2125,78.6125
63,609764,4495.0,75.01249999999999,2.075,7.1875,6.449999999999999,85.59444444444445
64,609766,8725.0,32.42222222222222,1.811111111111111,3.477777777777778,6.0,86.9888888888889
65,609769,3389.0,53.25,1.9625,1.0875000000000001,18.65,85.19166666666666
66,609780,4756.888888888889,33.13333333333333,4.333333333333333,4.811111111111112,1.5555555555555556,90.87857142857143
67,609783,4387.0,11.1,0.19999999999999998,0.0,5.566666666666666,95.82187499999999
68,610193,5971.0,53.35,0.5375,4.75,1.725,66.7
69,610244,1705.0,71.6888888888889,8.7,17.977777777777778,4.377777777777777,86.675
70,610245,2452.0,43.3875,18.674999999999997,40.9875,15.862499999999999,76.59722222222223
71,610282,5584.0,76.1375,12.5875,6.4125,0.525,94.4
72,610304,6942.0,87.65,1.875,4.1,6.7875,93.35
73,610323,665.0,73.87777777777778,56.87777777777778,21.444444444444443,2.2777777777777777,82.27777777777777
74,610334,7235.0,47.21111111111111,25.066666666666666,24.933333333333334,0.8666666666666667,79.97500000000001
75,610340,1461.2222222222222,45.25555555555555,14.833333333333334,3.6444444444444444,0.16666666666666666,92.55
76,610357,8153.777777777777,91.8,16.344444444444445,7.9222222222222225,1.4111111111111112,82.01666666666667
77,610380,9154.0,48.1375,12.3,17.5625,9.1125,86.22777777777777
78,610381,802.0,73.0375,21.262500000000003,22.875,4.5,86.07499999999999
79,610383,6972.222222222223,77.05555555555556,3.8333333333333335,7.833333333333333,2.7777777777777777,87.0638888888889
80,610384,4255.0,53.23333333333334,2.188888888888889,1.011111111111111,5.588888888888889,91.69166666666668
81,610385,5838.0,58.62222222222222,8.022222222222222,9.299999999999999,8.733333333333333,87.20555555555555
82,610386,6771.666666666667,45.87777777777777,1.9333333333333336,1.1,9.422222222222222,83.09270833333333
83,610389,6571.0,92.0375,57.362500000000004,21.7125,1.5375,70.56944444444444
84,610390,7411.0,45.82222222222222,6.344444444444444,5.622222222222222,2.822222222222222,90.15833333333333
85,610391,5069.0,56.13333333333333,0.45555555555555555,1.866666666666667,2.6444444444444444,90.44444444444444
86,610392,9194.0,66.48888888888888,3.388888888888889,2.8666666666666667,4.9222222222222225,90.78333333333333
87,610394,8648.0,40.077777777777776,15.866666666666667,13.988888888888887,3.9444444444444446,83.70833333333333
88,610402,2290.375,32.712500000000006,1.0125000000000002,0.7875000000000001,1.6375000000000002,94.67222222222222
89,610499,1849.0,81.0375,51.175,21.049999999999997,3.5125,78.86388888888888
90,610513,45.0,38.3125,7.324999999999999,8.9375,3.6624999999999996,90.46388888888889
91,610518,3085.6666666666665,50.166666666666664,28.25555555555556,21.522222222222222,6.0777777777777775,76.12777777777778
92,610524,93.0,62.955555555555556,8.233333333333333,5.888888888888889,1.088888888888889,88.00625
93,610529,6436.0,34.6,2.6333333333333333,2.3000000000000003,3.577777777777778,89.77777777777777
94,610543,8021.0,53.955555555555556,4.466666666666667,3.2222222222222223,1.0777777777777777,91.540625
95,610547,8073.0,64.43333333333334,16.177777777777777,6.611111111111111,3.2111111111111112,87.1361111111111
96,610557,6733.4,35.0,0.0,0.24000000000000002,40.0,66.45740740740742
97,610558,3339.0,33.9,12.877777777777776,12.577777777777778,3.5,89.77685185185186
98,610561,3346.25,45.575,6.425,11.6875,7.575,87.071875
99,610563,321.0,66.3125,0.3625,3.0875,7.05,92.27708333333332
100,610564,2376.0,70.94444444444444,6.866666666666666,4.877777777777777,1.3777777777777778,88.134375
101,610565,1510.25,33.325,0.0,0.225,0.0,70.746875
102,610568,6740.5,75.0,0.0,1.0,33.35,65.071875
103,610569,6480.666666666667,31.583333333333332,2.2333333333333334,1.2,2.9166666666666665,55.25
104,610570,6498.142857142857,52.47142857142857,0.0,0.8285714285714286,28.571428571428573,52.40357142857143
105,610571,6506.0,66.02000000000001,4.08,4.2,8.86,47.34375
106,610573,2390.0,4.0,0.0,1.88,0.0,67.86785714285715
107,610587,2603.6666666666665,60.96666666666667,3.316666666666667,16.166666666666668,5.1,87.87333333333332
108,610592,2761.0,44.53333333333333,10.466666666666667,18.0,3.866666666666667,69.71666666666667
109,610593,6488.0,35.0,0.0,2.05,9.4,48.587500000000006
