sch_id,ca_id,fin_id,tot_student,perc_low_income,perc_black_his_stu
610276,4,26251,268,0.7910447761194029,0.9813432835820896
610244,26,41051,450,0.9755555555555555,0.9955555555555555
400129,67,66613,130,0.8,1.0
610165,19,25291,543,0.7734806629834254,0.9650092081031307
609789,21,22141,439,0.7539863325740319,0.9703872437357631
610220,6,25781,619,0.21324717285945072,0.26978998384491115
610339,66,26521,401,0.7655860349127181,0.9825436408977556
609805,70,22281,331,0.824773413897281,1.0
400150,40,66631,119,0.7899159663865546,1.0
610009,29,29141,535,0.4691588785046729,0.8186915887850468
610353,55,26821,619,0.7576736672051696,0.9886914378029079
400047,28,66562,359,0.8189415041782729,0.9972144846796658
610212,14,32011,220,0.8772727272727273,0.8863636363636364
609943,50,23351,343,0.760932944606414,0.9620991253644315
400061,70,66052,643,0.8740279937791602,0.9922239502332815
609924,72,23241,329,0.7051671732522796,0.993920972644377
609859,20,22751,1011,0.7467853610286844,0.42037586547972305
609722,28,53111,71,0.7464788732394366,1.0
609986,65,23721,177,0.7288135593220338,0.9830508474576272
610043,26,24241,312,0.7467948717948718,0.9935897435897436
400165,28,66567,276,0.8840579710144928,0.9963768115942029
610544,63,22921,706,0.7436260623229461,0.9815864022662889
610060,29,29171,449,0.3585746102449889,0.6414253897550112
609738,68,46321,2063,0.44983034415899176,0.5302956858943286
400089,55,66397,524,0.8358778625954199,0.9961832061068703
609694,60,46021,1003,0.6889332003988036,0.9142572283150548
610086,72,24601,229,0.8384279475982532,0.9956331877729258
400043,29,63031,238,0.7899159663865546,0.9915966386554622
400024,59,66231,488,0.8442622950819673,0.9610655737704918
400115,64,66433,552,0.8405797101449275,0.9655797101449275
610305,26,26391,382,0.8298429319371727,0.9842931937172775
609902,50,31061,328,0.7347560975609756,0.9878048780487805
610027,72,24081,227,0.7400881057268722,1.0
609828,25,22471,478,0.25732217573221755,0.4393305439330544
609845,51,22621,476,0.8529411764705882,1.0
610102,70,24741,274,0.8467153284671532,0.9927007299270073
610202,27,25621,236,0.8432203389830508,0.9915254237288136
609792,16,22171,886,0.600451467268623,0.7370203160270881
610155,12,25211,601,0.18635607321131448,0.22296173044925124
609876,55,22891,513,0.7914230019493177,0.9629629629629629
610015,33,23961,290,0.6517241379310345,0.8517241379310345
610257,24,26091,178,0.7640449438202247,0.9325842696629213
610237,4,25931,266,0.7142857142857143,0.9887218045112782
400124,1,66107,66,0.803030303030303,1.0
400057,29,66147,876,0.8047945205479452,0.9440639269406392
609799,46,22231,878,0.12984054669703873,0.19817767653758542
609713,9,46171,701,0.9072753209700428,0.9914407988587732
609919,9,23221,344,0.7122093023255814,0.9825581395348837
610523,36,28081,408,0.13725490196078433,0.25
610120,60,24871,803,0.6836861768368617,0.9813200498132005
609945,31,23371,547,0.7184643510054844,0.583180987202925
610101,37,24731,860,0.4325581395348837,0.6011627906976744
610074,23,24531,653,0.8101071975497703,0.9326186830015314
609734,36,46311,4296,0.4888268156424581,0.46322160148975794
609864,70,22801,309,0.7799352750809061,0.9902912621359223
609708,15,46131,583,0.823327615780446,0.9451114922813036
400051,25,66141,652,0.7868098159509203,0.9539877300613497
400080,54,66396,540,0.8148148148148148,0.9944444444444445
610066,40,29181,209,0.3397129186602871,0.9186602870813397
609764,33,46421,1593,0.8939108600125549,0.9692404268675455
609754,1,70070,227,0.8810572687224669,0.9559471365638766
400035,10,66281,601,0.8252911813643927,0.7986688851913477
609879,69,22901,977,0.8464687819856704,0.9815762538382804
610019,66,23991,211,0.8436018957345972,1.0
610386,59,67021,147,0.8707482993197279,0.9863945578231292
610295,50,31251,264,0.803030303030303,1.0
609925,28,23251,206,0.8592233009708737,0.9902912621359223
609795,26,22191,151,0.7483443708609272,0.9072847682119205
609954,28,23441,281,0.8149466192170819,1.0
400156,47,66576,623,0.8330658105939005,0.9951845906902087
609833,41,22511,220,0.7454545454545455,1.0
609839,69,22571,425,0.72,0.971764705882353
400025,23,66071,626,0.7460063897763578,0.9488817891373802
609908,74,23131,245,0.7959183673469388,0.9918367346938776
400179,54,66579,1043,0.8657718120805369,0.9923298178331735
609691,24,46431,1066,0.8911819887429644,0.9765478424015009
609974,57,29131,604,0.15894039735099338,0.26655629139072845
610198,49,25591,342,0.8070175438596491,0.8976608187134503
609871,74,26731,344,0.17151162790697674,0.5843023255813954
609994,14,23801,912,0.7105263157894737,0.8223684210526315
400120,19,66133,459,0.7450980392156863,0.9934640522875817
609774,68,22041,602,0.10299003322259136,0.20431893687707642
610106,24,24781,575,0.8347826086956521,0.9895652173913043
610147,20,25141,699,0.5679542203147353,0.5450643776824035
610059,68,24401,666,0.09009009009009009,0.1816816816816817
610557,69,65018,291,0.6769759450171822,0.9209621993127147
610229,25,25871,653,0.2771822358346095,0.4869831546707504
400145,1,66629,97,0.8144329896907216,0.9690721649484536
609896,23,23021,305,0.13442622950819672,0.32459016393442625
610082,73,24591,1158,0.14680483592400692,0.17616580310880828
610053,64,24341,1018,0.7966601178781926,0.9833005893909627
610532,61,22441,866,0.8960739030023095,0.9861431870669746
610588,63,23381,921,0.9131378935939196,0.993485342019544
609963,57,23501,444,0.08108108108108109,0.15765765765765766
610317,55,26451,281,0.8220640569395018,0.9430604982206405
610095,68,29231,359,0.6768802228412256,0.8746518105849582
610368,45,22451,469,0.6908315565031983,0.9893390191897654
610238,66,25941,232,0.771551724137931,1.0
610571,29,65015,155,0.7806451612903226,0.9806451612903225
610131,30,24981,102,0.7549019607843137,0.9509803921568627
609678,38,47021,1929,0.3727319854847071,0.4380508035251426
400075,2,66321,474,0.7025316455696202,0.9915611814345991
400031,69,66381,635,0.7133858267716535,0.9275590551181102
609728,14,46271,1072,0.7985074626865671,0.8395522388059702
609783,29,30011,164,0.6707317073170732,0.9695121951219512
400106,66,66148,471,0.832271762208068,0.9893842887473461
400096,25,66571,768,0.7955729166666666,0.9309895833333334
609746,5,46361,2299,0.5628534145280557,0.8995215311004785
609885,59,22951,240,0.8416666666666667,0.9875
610193,42,25541,397,0.8035264483627204,0.9546599496221663
610010,46,23921,290,0.41379310344827586,0.593103448275862
610392,32,52011,342,0.9064327485380117,0.9912280701754386
400133,38,66617,455,0.8637362637362638,0.9758241758241758
400162,16,66691,975,0.8615384615384616,0.96
609854,25,22721,286,0.7902097902097902,0.8811188811188811
609813,67,22361,136,0.7647058823529411,0.9779411764705882
609949,15,23401,1004,0.7410358565737052,0.8565737051792829
610176,74,25381,391,0.7953964194373402,0.9820971867007673
609969,8,23561,327,0.6055045871559633,0.9327217125382263
400175,39,63143,189,0.7883597883597884,0.9682539682539683
610142,8,25071,497,0.4507042253521127,0.7303822937625755
609990,34,23751,799,0.24780976220275344,0.49937421777221525
400125,22,66108,158,0.7911392405063291,0.9746835443037974
609928,4,23271,319,0.7554858934169278,0.987460815047022
610249,61,26781,342,0.783625730994152,0.9766081871345029
609800,45,22241,266,0.6729323308270677,0.9887218045112782
610284,10,22071,523,0.6118546845124283,0.7323135755258127
610564,16,26921,747,0.6104417670682731,0.7724230254350736
610177,29,29281,991,0.24117053481331988,0.3632694248234107
609809,23,22311,683,0.37481698389458273,0.5505124450951684
610362,72,26591,219,0.6940639269406392,0.9908675799086758
610183,26,25441,385,0.7714285714285715,0.974025974025974
610127,13,24941,838,0.5477326968973747,0.42720763723150357
610004,45,23891,165,0.7878787878787878,0.9878787878787879
609819,7,22411,277,0.7328519855595668,0.9638989169675091
400144,26,66628,65,0.8307692307692308,0.9846153846153847
