GEOID,GEOG,2000_POP,2010_POP,2020_POP,2020_HH,2020_HH_SIZE,TOT_POP,UND5,A5_19,A20_34,A35_49,A50_64,A65_74,A75_84,OV85,MED_AGE,WHITE,HISP,BLACK,ASIAN,OTHER,POP_HH,POP_16OV,IN_LBFRC,EMP,UNEMP,NOT_IN_LBFRC,TOT_WRKR16OV,WORK_AT_HOME,TOT_COMM,DROVE_AL,CARPOOL,TRANSIT,WALK_BIKE,COMM_OTHER,AGG_TT,NO_VEH,ONE_VEH,TWO_VEH,THREEOM_VEH,POP_25OV,LT_HS,HS,SOME_COLL,ASSOC,BACH,GRAD_PROF,INC_LT_25K,INC_25_50K,INC_50_75K,INC_75_100K,INC_100_150K,INC_GT_150,MEDINC,INCPERCAP,TOT_HH,OWN_OCC_HU,RENT_OCC_HU,VAC_HU,HU_TOT,HU_SNG_DET,HU_SNG_ATT,HU_2UN,HU_3_4UN,HU_5_9UN,HU_10_19UN,HU_GT_19UN,HU_MOBILE,MED_ROOMS,HA_AFT2000,HA_70_00,HA_40_70,HA_BEF1940,MED_HA,BR_0_1,BR_2,BR_3,BR_4,BR_5,HV_LT_150K,HV_150_300K,HV_300_500K,HV_GT_500K,MED_HV,CASHRENT_HH,RENT_LT500,RENT_500_999,RENT_1000_1499,RENT_1500_2499,RENT_GT2500,MED_RENT,COMPUTER,ONLY_SMARTPHONE,NO_COMPUTER,INTERNET,BROADBAND,NO_INTERNET,TOT_EMP_RES,RES_NAICS1_TYPE,RES_NAICS2_TYPE,RES_NAICS3_TYPE,RES_NAICS4_TYPE,RES_NAICS5_TYPE,RES_NAICS1_COUNT,RES_NAICS2_COUNT,RES_NAICS3_COUNT,RES_NAICS4_COUNT,RES_NAICS5_COUNT,TOT_EMP_WORK,WORK_NAICS1_TYPE,WORK_NAICS2_TYPE,WORK_NAICS3_TYPE,WORK_NAICS4_TYPE,WORK_NAICS5_TYPE,WORK_NAICS1_COUNT,WORK_NAICS2_COUNT,WORK_NAICS3_COUNT,WORK_NAICS4_COUNT,WORK_NAICS5_COUNT,RES_CITY1_TYPE,RES_CITY2_TYPE,RES_CITY3_TYPE,RES_CITY4_TYPE,RES_CITY5_TYPE,RES_CITY1_COUNT,RES_CITY2_COUNT,RES_CITY3_COUNT,RES_CITY4_COUNT,RES_CITY5_COUNT,WORK_CITY1_TYPE,WORK_CITY2_TYPE,WORK_CITY3_TYPE,WORK_CITY4_TYPE,WORK_CITY5_TYPE,WORK_CITY1_COUNT,WORK_CITY2_COUNT,WORK_CITY3_COUNT,WORK_CITY4_COUNT,WORK_CITY5_COUNT,highly_walkable_pop_pct,highly_walkable_emp_pct,assoc_plus_pct,in_lbr_frc_pct,pct_pop_access_4_acres_per_1k,pct_pop_access_10_acres_per_1k,impervious_acres_per_hh,modhigh_ta_pop_pct,modhigh_ta_emp_pct,nonsov_pct
76,O'Hare,11665,12756,13418,6158,2.177167912,13498.30016,1082.365436,1250.933654,4017.668807,2712.408775,2270.924559,1202.620653,694.8191546,266.5591225,36.70826483,9104.961477,1115.448903,892,2099.17175,286.718031,13543,11267.15595,8033.469989,7692.425509,302.0444802,3233.685959,7485.903269,243.8459271,7242.057342,5107.224812,633.0444802,1275.14791,88.25750268,138.3826367,221852.1088,606.5454545,3675.545455,1716.454545,594.5454545,10702.71054,903.8496522,2136.986089,2580.836276,586.8410915,3087.624933,1406.572499,1365.666667,1199,1439.166667,1212,864.3333333,502.3333333,60440.97616,35578.00231,6582.5,2541.826902,4036.486218,330.8333333,6908.502756,872.275634,24,365.5314223,483.4145535,1862.428886,211.2337376,3089.618523,0,4.515497703,387.4145535,3973.349504,2511.738699,36,1973.574372,2467.959206,3145.867696,1163.993385,74.53142227,56.15104741,766.6666667,845.3333333,766.3333333,166,218827.1605,4002.666667,22,867,2514.666667,521,78,1220.293108,5898.833333,351.6666667,683.6666667,5542.166667,5436.833333,1040.333333,5397,Health Care,Retail Trade,Transportation,Education,Professional,639,515,475,456,451,44965,Transportation,Accommodation and Food Service,Administration,Professional,Finance,24300,6010,2303,2150,1402,Outside of Chicago,The Loop,O'Hare,Near North Side,Near West Side,2968,733,413,250,195,Outside of Chicago,Austin,Portage Park,Logan Square,Lake View,30072,697,661,654,626,0.788202003,0.914285714,0.45446075,0.85840708,1,0,0.072033191,1,1,0.438177874
3,Uptown,63551,56362,57182,32215,1.709824616,59453,2733,5423,20043,13219,11109,3494,2118,1314,36.502262,31611,8911,10752,6173,2006,57232,52769,38657,37340,1272,14112,36981,4748,32233,11437,1252,16091,2981,472,1143100,12814,14305,3346,505,46702,4579,5830,7179,2180,16300,10634,7510,5907,5434,3677,4142,4300,57878.09524,42111.65248,30970,9782,21188,2599,33569,1418,465,822,2117,7331,2945,18360,111,4.266956415,2627,7106,8325,15511,1944.71492,17645,10011,4750,886,277,1277,3716,3585,1147,295177.3836,20747,3400,5609,6958,4282,498,1090.966667,28627,2765,2343,27404,25889,3566,27847,Professional,Health Care,Accommodation and Food Service,Education,Finance,4064,3745,2846,2535,2322,12034,Health Care,Education,Real Estate,Retail Trade,Accommodation and Food Service,4694,1333,1202,1152,1013,Outside of Chicago,The Loop,Near North Side,Near West Side,Uptown,7909,6697,3880,1947,1158,Outside of Chicago,Uptown,Edgewater,West Ridge,Rogers Park,3877,1158,570,543,469,0.999524648,0.987426531,0.623399426,0.840954678,0.656498096,0,0.029290303,1,1,0.677969768
70,Ashburn,39584,41081,41098,12909,3.140367186,42902,2641,9805,8335,8329,8558,3337,1221,676,36.46160558,4320,18331,19324,356,571,42381,33015,21425,19181,2244,11590,18687,801,17886,12929,1955,2601,90,311,710420,869,4116,4880,3074,27466,4876,8437,5983,2610,3555,2005,1986,2083,2721,2174,2457,1518,71951.49017,25905.19106,12939,10964,1975,540,13479,11995,203,357,336,323,146,119,0,6.509980989,235,1704,11037,503,1957.38771,620,2142,7275,2483,959,2609,7707,482,145,184394.2901,1908,162,520,596,574,56,1253.04878,12022,998,917,11432,11188,1507,17024,Health Care,Education,Retail Trade,Accommodation and Food Service,Public Administration,2472,1977,1558,1430,1428,4156,Utilities,Health Care,Retail Trade,Manufacturing,Accommodation and Food Service,774,744,721,408,350,Outside of Chicago,The Loop,Near West Side,Near North Side,Ashburn,7307,3754,916,876,224,Outside of Chicago,Ashburn,Chicago Lawn,Auburn Gresham,Gage Park,2352,224,108,107,61,0.8720485,0.587266553,0.297458676,0.776385695,0.144636625,0,0.160631162,1,1,0.29148606
16,Irving Park,58643,53359,51940,21342,2.417861494,53604,3735,8438,13439,13246,9193,3457,1679,417,36.20763142,23585,22062,1466,4602,1889,53157,43444,32457,30525,1912,10987,30174,3681,26493,15555,2132,7301,1178,327,964240,2861,9417,6857,1781,38537,5235,7811,6423,2265,10601,6202,2687,4221,3983,2780,3305,3940,72045.04095,38887.99043,20916,10653,10263,1966,22882,6251,870,4968,3585,3666,1750,1741,51,5.568837059,1703,2012,4489,14678,1928.973293,4419,9335,5570,2273,1285,807,3266,3492,3049,359700.0484,9972,406,2674,4772,1977,143,1170.727338,19855,1741,1061,18798,18276,2118,23181,Health Care,Professional,Accommodation and Food Service,Retail Trade,Education,2905,2369,2308,2112,2036,10716,Wholesale Trade,Health Care,Retail Trade,Arts and Entertainment,Accommodation and Food Service,1781,1771,1135,997,948,Outside of Chicago,The Loop,Near North Side,Near West Side,Irving Park,8353,4310,2138,1415,714,Outside of Chicago,Irving Park,Belmont Cragin,Austin,Portage Park,4364,714,390,354,343,1,1,0.494797208,0.855120129,0,0,0.067236085,1,1,0.473652814
69,Greater Grand Crossing,38619,32602,31471,12756,2.427328316,29429,1848,5971,6540,4452,6017,2508,1248,845,36.12857143,257,590,28131,29,422,28886,23195,13296,10670,2626,9899,10292,631,9661,5142,692,3561,83,183,377075,4841,5465,1278,676,19846,2688,5775,6069,1498,2363,1453,5445,2995,1568,1012,771,469,30109.64912,19735.39876,12260,4067,8193,3275,15535,4443,392,3972,2217,2643,621,1224,23,5.635458167,557,1904,4724,8350,1936.511976,2790,5978,4455,1644,668,1728,1993,218,103,159779.7063,7804,1180,3747,2214,663,0,908.9698046,10529,2934,1731,9096,8565,3164,9512,Health Care,Administration,Accommodation and Food Service,Education,Retail Trade,2021,1170,943,838,812,3050,Health Care,Education,Retail Trade,Wholesale Trade,Other Service,743,505,317,303,266,Outside of Chicago,The Loop,Near North Side,Near West Side,Hyde Park,3061,1885,826,578,213,Outside of Chicago,Greater Grand Crossing,South Shore,Auburn Gresham,Chatham,1060,150,124,122,121,1,1,0.267761766,0.721147628,0,0,0.12130167,1,1,0.482607851
64,Clearing,22331,23139,24473,8884,2.754502476,24382,1575,5015,5188,5201,4581,1597,731,494,36.08970976,9510,13878,621,145,228,24370,18886,12316,11010,1306,6570,10786,276,10510,7925,840,1100,486,159,338535,885,3314,3133,1322,16530,2009,5806,3605,1527,2803,780,1434,2242,1818,885,1495,780,58168.13049,27582.04475,8654,5995,2659,418,9072,5327,625,690,835,1237,220,108,30,5.619364599,316,1914,5816,1026,1958.343353,1065,2448,4219,858,482,1044,4018,845,75,225771.8967,2554,27,1122,971,417,17,1046.176046,7565,824,1089,7467,7299,1187,10538,Education,Health Care,Public Administration,Manufacturing,Retail Trade,1162,1139,1041,981,953,3132,Manufacturing,Construction,Administration,Accommodation and Food Service,Retail Trade,689,654,424,356,256,Outside of Chicago,The Loop,Near West Side,Near North Side,Garfield Ridge,4478,2439,584,508,303,Outside of Chicago,Clearing,Garfield Ridge,Chicago Lawn,Brighton Park,2075,195,71,69,53,1,0.943423471,0.309134906,0.771142285,0.141194171,0,0.139583181,1,1,0.25050992
51,South Deering,16990,15109,14105,5311,2.646017699,15144,628,3784,2969,2858,2213,1652,729,311,35.8992467,753,4690,9646,0,55,15073,11820,6357,5269,1088,5463,5075,229,4846,3239,334,1158,56,59,183845,1196,2272,1384,533,9811,1919,2939,2507,716,1195,535,2361,1108,876,465,391,184,30127.84091,19183.58743,5385,2762,2623,768,6153,2820,1573,717,679,226,10,128,0,5.836518595,41,301,3320,2491,1942.786768,320,2425,2796,494,118,2325,350,80,7,99728.99729,2606,616,782,967,223,18,927.480916,4668,1166,717,4453,4409,932,4769,Health Care,Administration,Education,Accommodation and Food Service,Retail Trade,865,494,460,439,436,7488,Manufacturing,Wholesale Trade,Transportation,Retail Trade,Administration,5511,363,280,279,278,Outside of Chicago,The Loop,Near North Side,Near West Side,South Deering,1795,945,328,268,140,Outside of Chicago,East Side,South Deering,Roseland,Hegewisch,5600,179,140,107,94,0.359101472,0.096439169,0.249311997,0.708208955,0,0,0.581445381,0.99533686,0.210479835,0.350147783
53,West Pullman,36649,29651,26104,9650,2.703316062,26484,1739,5042,6250,4315,4998,2285,1382,473,35.88581024,233,1815,23890,0,546,26456,20928,13197,10463,2734,7731,10121,462,9659,6548,1276,1410,233,192,401070,1904,3821,2187,1151,17046,2398,5105,5279,1345,1631,1288,2384,2529,1411,1043,1232,464,46380.45541,22615.252,9063,5698,3365,2147,11210,7664,285,2048,616,146,73,353,25,6.262858946,548,1351,5689,3622,1953.164109,716,2620,5589,1526,759,4289,1278,61,42,115702.4793,3204,296,1255,721,920,12,1031.097561,7859,1025,1204,7470,7280,1593,8858,Health Care,Administration,Education,Retail Trade,Transportation,1750,949,855,835,831,945,Manufacturing,Retail Trade,Wholesale Trade,Health Care,Construction,260,248,102,92,54,Outside of Chicago,The Loop,Near North Side,Near West Side,Hyde Park,3844,1710,631,411,120,Outside of Chicago,West Pullman,Roseland,Chicago Lawn,South Shore,584,47,19,17,17,0.909574468,0.874165872,0.250146662,0.783332262,0.18297377,0,0.13873946,1,1,0.334057899
68,Englewood,40222,30654,24369,9597,2.520891945,22019,2241,4409,4220,3139,4605,1829,1000,576,35.76229508,255,866,20278,131,489,21828,16600,8433,6329,2104,8167,6033,378,5655,2878,382,2102,161,132,213965,4454,3288,1065,359,14033,3322,4964,3579,907,961,300,5042,2267,1016,374,352,115,22228.26087,15034.36201,9166,2195,6971,4474,13640,3381,317,4157,2130,943,325,2318,69,5.659138187,1304,2577,4086,5673,1948.11174,2578,4570,4472,1417,603,1467,586,98,44,102445.6522,6579,1448,2971,1680,461,19,873.4398782,7183,2202,1983,6360,5876,2806,7448,Health Care,Administration,Retail Trade,Accommodation and Food Service,Transportation,1454,959,803,782,684,1518,Health Care,Retail Trade,Other Service,Education,Accommodation and Food Service,883,195,127,108,91,Outside of Chicago,The Loop,Near North Side,Near West Side,Near South Side,3045,1183,552,361,97,Outside of Chicago,Englewood,Auburn Gresham,Greater Grand Crossing,South Shore,553,83,57,53,49,1,1,0.154492981,0.629388164,0.081601816,0,0.130927578,1,1,0.501077408
2,West Ridge,73199,71942,77122,26493,2.850979504,78763,6570,16177,16026,15628,14314,5822,2863,1363,35.61764109,33123,15514,9166,16556,4404,77138,59984,38949,36492,2457,21035,34994,2226,32768,21479,2830,5643,2142,674,1089900,3522,12383,7655,2309,51975,9041,10150,8360,2764,14316,7344,4875,6072,5004,3021,3486,3411,57937.30032,27671.16952,25869,12557,13312,2185,28054,5574,1405,3216,6197,5131,1901,4584,46,5.481163045,851,3864,12078,11261,1947.066939,5874,10419,9151,1749,861,2767,4074,4378,1230,274096.6387,13108,701,2985,6861,2432,129,1181.841238,24375,2751,1494,22756,21700,3113,27115,Health Care,Accommodation and Food Service,Retail Trade,Education,Professional,5148,2828,2708,2427,2341,10101,Health Care,Professional,Retail Trade,Accommodation and Food Service,Other Service,4513,1483,1276,795,478,Outside of Chicago,The Loop,Near North Side,West Ridge,Near West Side,11872,3758,1920,1498,1154,Outside of Chicago,West Ridge,Rogers Park,Edgewater,Lincoln Square,4725,1498,329,274,195,1,1,0.46991823,0.774886878,0.193018829,0,0.05449991,1,1,0.36694862
20,Hermosa,26908,25010,24062,7544,3.183589608,23163,1339,4512,5617,4887,4047,1716,732,313,35.34880148,2291,19116,1046,534,176,23121,18733,12769,12010,759,5964,11761,484,11277,7395,1316,2016,432,118,400395,866,2591,2471,1250,15335,4630,4360,2537,816,2214,778,1331,1995,1353,826,968,705,54773.13975,24226.59958,7178,3634,3544,675,7853,2255,107,2401,1964,691,357,63,15,5.703014602,116,558,1763,5416,1926.249077,1500,3001,2089,773,490,487,1872,1156,108,266534.2298,3390,61,1584,1537,193,15,1010.831889,6479,717,699,6167,5804,1011,8268,Manufacturing,Health Care,Accommodation and Food Service,Retail Trade,Administration,1060,1050,978,963,735,3916,Manufacturing,Construction,Retail Trade,Accommodation and Food Service,Wholesale Trade,2414,418,175,174,151,Outside of Chicago,The Loop,Near North Side,Near West Side,West Town,3241,985,573,412,296,Outside of Chicago,Belmont Cragin,Hermosa,Austin,Logan Square,1812,257,204,120,114,1,1,0.248320835,0.820218542,0,0,0.075824075,1,1,0.361193776
19,Belmont Cragin,78144,78743,78116,23450,3.322004264,78788,5115,17888,16101,17525,13636,5220,2628,675,35.22748666,11272,62943,1926,1734,913,78458,60994,40277,38208,2069,20717,37288,1226,36062,24346,4771,5334,999,612,1452060,3256,7959,7429,4079,50523,15968,15450,8907,3089,4757,2352,4639,5208,4210,3395,3232,2039,58138.0978,21611.65496,22723,12107,10616,1804,24527,10160,430,6166,4853,1851,458,575,34,5.733051455,1073,2321,7534,13599,1935.089712,3859,9124,7169,2570,1805,1349,7443,3116,191,256190.0958,10301,332,4091,4655,1194,29,1064.839572,20018,2915,2705,18347,17427,4376,27559,Manufacturing,Health Care,Accommodation and Food Service,Retail Trade,Administration,3781,3445,3214,3159,2616,7717,Retail Trade,Accommodation and Food Service,Manufacturing,Administration,Health Care,2615,981,678,612,587,Outside of Chicago,The Loop,Near North Side,Near West Side,Belmont Cragin,13332,2938,1595,1003,814,Outside of Chicago,Belmont Cragin,Austin,Portage Park,Logan Square,3720,814,248,223,170,1,1,0.201848663,0.783335449,0,0,0.080030112,1,1,0.330669384
4,Lincoln Square,44574,39493,40494,19143,2.087917254,41350,3134,4412,13009,10384,6708,2167,856,680,35.12663571,26590,7373,1234,3771,2382,40781,34612,27371,25881,1468,7241,25367,3134,22233,10715,1324,8273,1582,339,809315,4149,9530,4118,684,31582,2026,3600,3934,1185,12710,8127,2031,3783,2841,2481,3690,3655,80899.83877,49797.24946,18481,7106,11375,1325,19806,3065,400,2488,4337,3745,2391,3373,7,5.180976626,1615,2384,5347,10460,1937.337476,6254,7348,4156,1339,709,479,1734,2361,2356,383914.2091,11171,49,1856,5321,3643,302,1337.445501,17756,727,725,17387,16769,1094,20264,Professional,Health Care,Education,Accommodation and Food Service,Finance,2839,2763,1992,1915,1733,9541,Health Care,Accommodation and Food Service,Retail Trade,Manufacturing,Professional,4197,1126,941,615,580,Outside of Chicago,The Loop,Near North Side,Near West Side,Lincoln Square,6249,4610,2259,1445,862,Outside of Chicago,Lincoln Square,West Ridge,Albany Park,Irving Park,3609,862,463,339,285,1,1,0.697295928,0.868941231,0,0,0.052831944,1,1,0.564237001
8,Near North Side,72811,80484,105481,66685,1.556212042,95405,3075,5146,40387,16444,15699,9391,3818,1445,34.6875,65899,5807,6613,13882,3204,93075,89348,67722,65976,1724,21626,65357,8658,56699,15688,1604,15098,19829,4480,1430715,26302,27446,4662,683,79992,1477,3970,5966,1954,34226,32399,7839,5295,7377,7074,9457,22051,109049.1788,105016.5142,59093,24067,35026,10791,69884,1401,1788,330,1428,1567,1539,61779,52,3.63667576,22382,25373,12131,9998,1983.516266,40806,20051,6964,1485,578,942,5001,6911,8638,441896.3616,34062,2003,1245,3676,18076,9062,2005.399702,57519,2008,1574,56843,53161,2250,52122,Professional,Finance,Health Care,Education,Administration,11740,6662,5536,3640,3567,183945,Professional,Accommodation and Food Service,Health Care,Retail Trade,Administration,29488,28671,25047,17172,14412,The Loop,Outside of Chicago,Near North Side,Near West Side,West Town,17836,12943,10391,4525,666,Outside of Chicago,Near North Side,Lake View,West Town,Lincoln Park,79727,10391,8658,6240,5285,0.999735737,1,0.857323232,0.862126017,0.14190658,0,0.022251037,1,1,0.691417905
1,Rogers Park,63484,54991,55628,26402,1.978713734,55643,3383,8494,16311,12032,10207,3231,1272,713,34.65535076,24644,10537,15059,3018,2385,52112,46632,32104,30603,1484,14528,29982,2741,27241,11554,1548,11429,2393,317,1025140,9961,10804,3693,458,38323,4480,6901,6616,2243,10613,7470,7019,6076,4064,3088,2813,1856,46244.10377,29682.50362,24916,6518,18398,2579,27495,1555,367,1007,2896,7387,3406,10827,50,4.42257384,1131,4277,8695,13392,1941.054583,13554,8849,3583,1260,249,1390,3085,1446,597,217411.1675,18010,1188,6650,7370,2745,57,1061.667724,22929,2154,1987,21490,20348,3426,23044,Health Care,Accommodation and Food Service,Education,Professional,Retail Trade,3761,2546,2438,2277,2148,10259,Education,Health Care,Manufacturing,Accommodation and Food Service,Retail Trade,3639,2341,1865,1006,580,Outside of Chicago,The Loop,Near North Side,Near West Side,Rogers Park,8975,4006,2424,1241,1092,Outside of Chicago,Rogers Park,West Ridge,Edgewater,Uptown,4441,1092,626,499,275,1,1,0.530386452,0.785629053,0,0,0.032637985,1,1,0.604062437
5,North Center,31895,31867,35114,14931,2.348000804,36142,3451,6408,8798,9925,4841,1441,788,490,34.31010125,27005,4323,923,2156,1735,36059,27091,22373,21654,714,4718,21436,3286,18150,8966,1195,6409,1279,301,643830,1925,6959,4684,669,24984,854,1398,2629,701,11000,8402,1074,1163,1305,1708,2554,6433,133537.464,77950.66977,14237,8216,6021,1576,15813,4424,588,2953,3500,1788,1020,1518,22,5.730650589,3371,1898,1794,8750,1935.18,2646,5956,3860,2098,1253,106,805,2008,4726,591968.6482,5909,161,843,1883,2461,561,1520.46695,13726,430,511,13333,13130,904,17390,Professional,Health Care,Finance,Education,Accommodation and Food Service,2932,1968,1833,1552,1385,11304,Finance,Professional,Manufacturing,Retail Trade,Accommodation and Food Service,2807,1206,1067,1052,932,Outside of Chicago,The Loop,Near North Side,Near West Side,North Center,4800,4579,2245,1469,601,Outside of Chicago,North Center,Lake View,Logan Square,Lincoln Square,4789,601,553,337,326,1,1,0.804634966,0.911517569,0.029570626,0,0.06502798,1,1,0.567689868
14,Albany Park,57655,51542,48396,17161,2.74273061,49280,2835,9409,13150,11446,7739,2833,1389,479,34.26150833,16577,22673,2520,6179,1331,47974,39539,28326,26431,1869,11213,25804,2164,23640,11714,2306,7611,1805,204,879625,3405,7981,4147,1249,33532,6455,7887,3849,1871,9210,4260,2651,3552,2777,2512,2800,2490,69397.59036,32298.08478,16782,6892,9890,1448,18230,3606,163,3478,3992,3811,1241,1939,0,5.424107143,878,1722,2818,12812,1925.57212,3738,7721,4744,1486,541,486,2727,2403,1175,312078.094,9739,298,3054,4222,2131,34,1173.230594,15377,1440,1405,14389,13669,2393,18650,Health Care,Accommodation and Food Service,Retail Trade,Professional,Education,2496,2168,1938,1711,1546,5389,Health Care,Retail Trade,Manufacturing,Administration,Information,1007,805,787,557,490,Outside of Chicago,The Loop,Near North Side,Near West Side,Albany Park,7348,2987,1560,860,550,Outside of Chicago,Albany Park,Irving Park,Belmont Cragin,Portage Park,2478,550,165,161,124,1,1,0.45750328,0.819019638,0,0,0.052479098,1,1,0.538133623
46,South Chicago,38596,31198,27300,11017,2.463647091,29977,2003,6826,6391,5449,5369,1932,1409,598,34.22471534,857,6182,22565,114,259,29806,22931,14132,11827,2270,8799,11403,373,11030,5976,798,4002,227,27,509100,3716,4025,2558,577,18492,3265,5746,4287,1892,2151,1151,3907,2808,1620,1228,1047,266,39798.13665,19442.66868,10876,4372,6504,3312,14188,4921,140,3228,2697,1890,458,848,6,5.814567324,311,912,4759,8206,1933.22447,2564,4636,4679,1552,757,2379,1602,184,108,136252.8345,6284,897,3519,1424,422,22,815.7971014,9294,2786,1582,9178,8854,1698,8539,Health Care,Administration,Retail Trade,Accommodation and Food Service,Education,1580,961,860,828,769,2210,Health Care,Retail Trade,Construction,Education,Accommodation and Food Service,913,301,223,167,140,Outside of Chicago,The Loop,Near North Side,Near West Side,South Chicago,3333,1557,638,463,166,Outside of Chicago,East Side,South Chicago,South Deering,South Shore,976,181,166,66,64,1,1,0.280878218,0.769655413,0.189218647,0,0.13487871,0.996537282,0.997779892,0.47355959
36,Oakland,6110,5918,6799,3217,2.113459745,6973,669,1613,1352,1504,1099,497,186,53,33.71515679,307,407,6043,114,102,6973,5113,3671,2941,730,1442,2766,316,2450,1512,163,628,105,42,73030,1071,1463,406,204,4293,349,937,1056,357,963,631,1355,599,405,244,260,281,36837.60684,28101.43683,3144,768,2376,236,3380,451,194,159,199,761,163,1453,0,4.645726056,1373,1004,655,348,1989.128631,1120,947,977,200,136,29,244,331,114,334959.3496,2361,737,882,575,127,40,795.6349206,2788,549,356,2670,2578,474,2467,Health Care,Education,Administration,Accommodation and Food Service,Retail Trade,522,291,272,218,181,161,Health Care,Education,Retail Trade,Real Estate,Professional,121,12,11,9,3,The Loop,Outside of Chicago,Near North Side,Near West Side,Hyde Park,642,588,275,215,84,Outside of Chicago,Oakland,Greater Grand Crossing,Kenwood,South Shore,50,12,7,7,5,0.997116645,0.091471055,0.4748965,0.835471881,0,0,0.85812661,1,0.861285463,0.299268604
26,West Garfield Park,23019,18001,17433,6573,2.593184239,16489,1216,3572,3765,2593,3320,1108,748,167,33.69940978,456,574,15238,3,218,16132,12587,6734,5064,1606,5853,4976,354,4622,2467,292,1707,70,86,180260,2226,2046,805,396,10492,2655,3689,2811,599,462,276,2501,1341,852,397,227,155,29443.39623,14759.95688,5473,1460,4013,1937,7410,895,114,3080,1844,455,259,725,38,5.846964375,488,774,1745,4403,1932.073586,1056,2299,3147,641,267,536,699,167,58,183388.1579,3844,489,1314,1590,451,0,1029.02439,4396,985,1077,4114,3796,1359,5633,Health Care,Administration,Retail Trade,Accommodation and Food Service,Transportation,1021,713,631,577,465,1899,Manufacturing,Retail Trade,Administration,Health Care,Construction,403,391,344,225,171,Outside of Chicago,The Loop,Near North Side,Near West Side,West Town,2424,748,357,300,143,Outside of Chicago,Austin,West Town,Near North Side,Portage Park,928,63,42,39,38,1,1,0.127430423,0.654474065,0.678183672,0,0.094223195,1,1,0.486937299
21,Avondale,43083,39262,36257,14578,2.476951571,37360,2078,5967,12134,8646,5167,2251,779,338,33.56555024,13301,20145,806,1670,1438,37270,30862,23140,21987,1153,7722,21809,2203,19606,10378,1827,6038,990,373,692320,2408,6427,3894,1006,26751,4192,6191,3797,1669,6860,4042,2229,2392,2367,1822,2205,2720,73616.00306,35759.78129,13735,5831,7904,1606,15341,2558,430,4385,4704,1972,502,774,16,5.532554424,1469,1389,2603,9880,1928.81832,2391,7178,4376,975,421,309,1659,2335,1459,364935.9886,7798,139,1726,3648,2042,243,1205.620704,12877,861,858,12287,11791,1448,15948,Accommodation and Food Service,Professional,Health Care,Retail Trade,Manufacturing,1840,1779,1743,1465,1233,8699,Manufacturing,Retail Trade,Utilities,Accommodation and Food Service,Construction,1638,1393,985,840,664,Outside of Chicago,The Loop,Near North Side,Near West Side,West Town,5478,2844,1472,1140,588,Outside of Chicago,Avondale,Belmont Cragin,Logan Square,Irving Park,4050,403,342,326,238,1,1,0.469926358,0.847689521,0.017054315,0,0.069558815,1,1,0.507038379
57,Archer Heights,12644,13393,14196,4163,3.403314917,13533,907,3088,3135,2576,2020,1020,420,367,33.37723214,1991,10800,104,612,26,13523,10476,6502,5951,551,3974,5798,100,5698,3393,813,1145,302,45,191250,828,1417,1254,633,8625,2529,3602,1227,360,683,224,1005,1103,662,323,709,330,48793.10345,21399.10522,4132,2659,1473,406,4538,2229,77,1101,946,68,100,17,0,5.456822676,87,635,2593,1223,1952.784636,403,1753,1646,336,400,527,1983,143,0,205867.3469,1422,33,831,507,51,0,920.3125,3399,322,733,3262,3109,870,4706,Manufacturing,Accommodation and Food Service,Retail Trade,Administration,Health Care,601,566,496,493,463,9262,Manufacturing,Transportation,Retail Trade,Wholesale Trade,Other Service,3401,2215,802,765,423,Outside of Chicago,The Loop,Near North Side,Near West Side,Archer Heights,1838,687,354,284,221,Outside of Chicago,West Lawn,Gage Park,South Lawndale,Archer Heights,4926,268,255,250,221,0.994886727,0.439368999,0.146898551,0.791876859,0,0,0.259475735,1,1,0.407036909
52,East Side,23653,23042,21724,7004,3.100371216,22923.79466,1826.107041,5375.619786,4777.5426,4257.878414,3847.272113,1851.056331,676.0824551,312.2359172,33.32199646,2950.965891,19452.44734,407.4014388,70.97998976,42,22958.89954,16994.49149,10193.06787,9362.452778,830.6150895,6801.423622,9301.704278,364.1492211,8937.555057,6541.187956,1079.577005,1088.777005,158.3952802,69.61780981,338947.6271,741.7692276,2548.540657,2593.83997,1087.241625,13903.83984,3845.693494,5010.322828,2224.844112,1114.6875,1261.316385,446.9755254,1256.333672,2098.961777,1186.184686,1078.448462,1030.575154,321.6766913,52003.37755,21933.7836,6972.180443,4930.803689,2041.643562,810.8228782,7783.276433,5063.624301,189.2206551,1607.759895,669.7142857,201,46,0,5.957295374,6.263340172,111.9430605,468.6333358,3830.274995,3372.425042,1942.689611,271,2141.926153,3890.977645,1243.486513,235.886121,3374.62949,1347.999662,96,111.9483395,127253.7681,1861.661993,173,1014.560732,444.4491082,229.6521525,0,850.4032798,6229.033241,1012.849139,743.1472017,6003.357964,5878.357964,968.8224785,7749,Manufacturing,Health Care,Accommodation and Food Service,Education,Retail Trade,999,964,795,738,722,1566,Administration,Transportation,Accommodation and Food Service,Construction,Retail Trade,332,328,189,124,103,Outside of Chicago,The Loop,Near North Side,Near West Side,East Side,3410,1296,398,324,292,Outside of Chicago,East Side,Hegewisch,South Deering,South Chicago,840,292,72,53,27,0.715264493,0.753791709,0.203058654,0.734630321,0.681720015,0.204348801,0.178516158,0.942074776,0.631806396,0.289290912
